f1_predictions,f2_predictions,0_f1_predictions,1_f1_predictions
0.17,0.011962367427734849,0.17,0.17
0.65,0.5840618599224068,0.65,0.65
0.03,0.12206379047040394,0.03,0.03
0.15,0.44271799005425294,0.15,0.39444444444444443
0.22,0.23817476499227663,0.22,0.22
0.39,0.3688953151847836,0.39,0.39
0.09,-0.04093454911572403,0.09,0.09
0.12,0.08382870094620318,0.12,0.12
0.23,0.19813765242746784,0.23,0.23
0.64,0.6102783392792697,0.64,0.64
0.05,0.0018466042634270319,0.05,0.05
0.22,0.04847922715803521,0.22,0.22
0.09,0.13379024275870227,0.09,0.09
0.09,0.1443687780197384,0.09,0.09
0.09,0.005468327157795244,0.09,0.09
0.08,0.13959977021658582,0.08,0.08
0.51,0.5074050511042578,0.51,0.51
0.23,0.17367572898526568,0.23,0.23
0.02,0.26364147988674785,0.02,0.2644444444444444
0.15,0.32665142748916204,0.15,0.15
0.02,0.08543653871740223,0.02,0.02
0.14,0.12709332633849665,0.14,0.14
0.12,0.2187741697963238,0.12,0.12
0.33,0.2709621559163725,0.33,0.33
0.23,0.3310603845509823,0.23,0.23
0.02,0.03821821774949169,0.02,0.02
0.3,0.30969836587735905,0.3,0.3
0.13,0.04539919182738167,0.13,0.13
0.45,0.38561177307902234,0.45,0.45
0.08,0.04490677818832803,0.08,0.08
0.12,0.08718251784006423,0.12,0.12
0.16,0.013942264998796444,0.16,0.16
0.06,0.08543185893256144,0.06,0.06
0.07,0.07608770532691098,0.07,0.07
0.47,0.6745891792924799,0.47,0.7144444444444444
1.0,0.8766543288554332,1.0,1.0
0.1,0.2744650894780493,0.1,0.1
0.53,0.291349759373585,0.1966666666666667,0.1966666666666667
0.45,0.34583192874460444,0.45,0.45
0.61,0.32897434361733785,0.27666666666666667,0.27666666666666667
0.34,0.42948132859155436,0.34,0.34
0.82,0.2571989990180864,0.48666666666666664,0.48666666666666664
0.26,0.38782632628539454,0.26,0.26
0.23,0.02362660848325618,0.0,0.0
0.04,0.07189720193183305,0.04,0.04
0.12,0.25456481511917217,0.12,0.12
0.04,0.13807875575125772,0.04,0.04
0.35,0.30687147283897387,0.35,0.35
0.39,0.4007450458912526,0.39,0.39
0.08,0.164416978907512,0.08,0.08
0.4,0.43343924912538867,0.4,0.4
0.04,0.10065714016570534,0.04,0.04
0.19,0.17356410216215823,0.19,0.19
0.04,0.16835643019465885,0.04,0.04
0.02,0.0285276618161924,0.02,0.02
0.04,0.06054529210296697,0.04,0.04
0.1,0.13370276291834693,0.1,0.1
0.06,0.10205804042331162,0.06,0.06
0.03,-0.04687984173271581,0.03,0.03
0.21,0.34728261525255283,0.21,0.21
0.26,0.34168841922265625,0.26,0.26
0.03,0.05616569665028234,0.03,0.03
0.36,0.33173316719157686,0.36,0.36
0.86,0.4917536355910652,0.5266666666666666,0.5266666666666666
0.08,0.09616745086840114,0.08,0.08
0.04,0.032564632646678304,0.04,0.04
0.1,0.36191257090270357,0.1,0.34444444444444444
0.04,0.0990998741267444,0.04,0.04
0.08,0.06444008757458908,0.08,0.08
1.0,0.38786604378349887,0.6666666666666667,0.6666666666666667
0.24,0.53583305853372,0.24,0.48444444444444446
0.03,0.04828576447896735,0.03,0.03
0.03,0.04800362172016426,0.03,0.03
0.3,0.6639975494496066,0.3,0.5444444444444444
0.07,0.35894876841029727,0.07,0.3144444444444444
0.55,0.5001131813900492,0.55,0.55
0.24,0.4417815280360353,0.24,0.48444444444444446
0.65,0.7061553589382397,0.65,0.65
0.11,-0.0037844424983913827,0.11,0.11
0.09,-0.041226341638714026,0.09,0.09
0.25,0.11439270981320337,0.25,0.25
0.14,0.18716283003337447,0.14,0.14
0.02,0.20768284637751616,0.02,0.02
0.66,0.6906060500220632,0.66,0.66
0.19,0.3025568451107679,0.19,0.19
0.08,0.1497374340519697,0.08,0.08
0.12,0.13639223635668274,0.12,0.12
0.05,0.1575011536028563,0.05,0.05
0.09,0.1293583933482456,0.09,0.09
0.14,-0.11143160859638274,0.0,0.0
0.17,0.2587033907763983,0.17,0.17
0.05000000000000001,0.18916817230016086,0.05000000000000001,0.05000000000000001
0.03,0.004545487110745816,0.03,0.03
0.25,0.4891472722082033,0.25,0.49444444444444446
0.05,-0.03091514197782791,0.05,0.05
0.16,0.07614949493900061,0.16,0.16
0.06,0.12470572509210329,0.06,0.06
0.03,0.05367494744466214,0.03,0.03
0.03,0.08135717747646892,0.03,0.03
0.18,0.3206314942808163,0.18,0.18
0.24,0.4212883628409786,0.24,0.24
0.74,0.5405784765980698,0.74,0.74
0.22,0.27132275812634277,0.22,0.22
0.09,0.20534429154363049,0.09,0.09
0.04,0.046993852434108946,0.04,0.04
0.14,0.5053554791680915,0.14,0.3844444444444445
0.09,0.17756241301829404,0.09,0.09
0.03,0.052083885112777506,0.03,0.03
0.24,0.26179594867522304,0.24,0.24
0.02,0.08200652448139109,0.02,0.02
0.07,0.21398663479804608,0.07,0.07
0.2,0.1146900736257683,0.2,0.2
0.06,0.05006310444016976,0.06,0.06
0.1,0.029402904368939248,0.1,0.1
0.04,-0.02599626639954783,0.04,0.04
0.68,0.20263209575006616,0.34666666666666673,0.34666666666666673
0.02,0.19875577044652143,0.02,0.02
0.31,0.13724695723018648,0.31,0.31
0.23,0.419103289411496,0.23,0.23
0.46,0.2711225369770939,0.46,0.46
0.28,0.23501691848755688,0.28,0.28
0.26,-0.06603096110524448,0.0,0.0
0.13,0.19960567650372643,0.13,0.13
0.1,0.11979589878084773,0.1,0.1
0.74,0.42864256282499247,0.4066666666666667,0.4066666666666667
0.09,0.04820796691435206,0.09,0.09
0.09,0.01503322014885769,0.09,0.09
0.34,0.3508758267641876,0.34,0.34
0.01,0.04390633750914749,0.01,0.01
0.05,0.07274819134544858,0.05,0.05
0.11,0.14937021009746743,0.11,0.11
0.53,0.9873590844352462,0.53,0.7744444444444445
0.14,0.21422261692500114,0.14,0.14
0.08,0.026052448837078995,0.08,0.08
0.32,0.4082863656518584,0.32,0.32
0.11,0.1356317956171068,0.11,0.11
0.18,0.18406193305842392,0.18,0.18
0.03,0.1239411948509894,0.03,0.03
0.06,0.008342530500571599,0.06,0.06
0.17,0.16632915651602265,0.17,0.17
0.18,0.2606068435142713,0.18,0.18
0.27,0.229070329258812,0.27,0.27
0.11,0.17266625772610514,0.11,0.11
1.0,0.8131189554059249,1.0,1.0
0.22,0.12464289671018687,0.22,0.22
0.04,0.08259512162060995,0.04,0.04
0.15,0.14020745838776028,0.15,0.15
0.18,0.5720658604654312,0.18,0.4244444444444444
0.45,0.44066640116718775,0.45,0.45
0.74,0.30398071921213093,0.4066666666666667,0.4066666666666667
0.48,0.5392177882979765,0.48,0.48
0.32,0.1851592823904737,0.32,0.32
0.25,0.216555711243709,0.25,0.25
0.04,0.09671394630154581,0.04,0.04
0.26,0.33676618535625336,0.26,0.26
0.12,0.5069588069419786,0.12,0.36444444444444446
0.02,-0.032462069639935254,0.02,0.02
0.26,0.20006727618174266,0.26,0.26
0.2,0.22815615487697993,0.2,0.2
0.58,0.5846108157542432,0.58,0.58
0.15,0.0755711407167475,0.15,0.15
0.61,0.33455625019291185,0.27666666666666667,0.27666666666666667
0.62,0.7073123980963432,0.62,0.62
0.27,0.33292548205309885,0.27,0.27
0.14,0.08228446031669856,0.14,0.14
0.04,0.0016994560053068264,0.04,0.04
0.05000000000000001,0.1733989865002324,0.05000000000000001,0.05000000000000001
0.1,0.06288196174881763,0.1,0.1
0.21,0.3712349674898134,0.21,0.21
0.45,0.2518328477400526,0.45,0.45
0.10000000000000002,0.1215299927314846,0.10000000000000002,0.10000000000000002
0.09,0.06773539127287007,0.09,0.09
0.74,0.7078800122765184,0.74,0.74
0.18,0.4586723230168339,0.18,0.4244444444444444
0.09,0.13266345231697096,0.09,0.09
0.04,-0.013333085336415418,0.04,0.04
0.07,0.1577745964613057,0.07,0.07
0.05000000000000001,0.11281665159761145,0.05000000000000001,0.05000000000000001
0.3,0.48472201737901377,0.3,0.3
0.15,0.26164546975015435,0.15,0.15
0.35,0.3367726511045588,0.35,0.35
0.53,0.3691982458353454,0.53,0.53
0.6,0.4006429399021972,0.6,0.6
0.14,0.08405146017473852,0.14,0.14
0.12,0.07088505093962075,0.12,0.12
0.04,0.056650927413607916,0.04,0.04
0.06,0.03830511470319092,0.06,0.06
0.23,0.37042188179830693,0.23,0.23
0.19,0.2656263299206149,0.19,0.19
0.09,0.21425867618321562,0.09,0.09
0.11,0.21907129647057644,0.11,0.11
0.07,-0.08395262512676221,0.07,0.07
0.19,0.338114835967246,0.19,0.19
0.15,0.2690368692241626,0.15,0.15
0.53,0.2941597695009098,0.1966666666666667,0.1966666666666667
0.04,0.0498328403182276,0.04,0.04
0.11,0.07782334167253482,0.11,0.11
0.45,0.4494978046829377,0.45,0.45
0.05,-0.005485205603442622,0.05,0.05
0.16,0.3629066625569195,0.16,0.40444444444444444
0.15,0.288202389078445,0.15,0.15
0.08,0.13281002509628204,0.08,0.08
0.26,0.10661280627608832,0.26,0.26
0.22,0.26873421509285983,0.22,0.22
0.47,0.43675282222629574,0.47,0.47
1.0,0.7576381393805115,0.6666666666666667,0.6666666666666667
0.23,0.256446551874218,0.23,0.23
0.27,0.305716283703503,0.27,0.27
0.07,0.09829216601936427,0.07,0.07
0.21,0.6454567148838724,0.21,0.45444444444444443
0.2,0.27290306068403175,0.2,0.2
0.09,0.03826724101188145,0.09,0.09
0.13,0.18434279336585413,0.13,0.13
0.29,0.19093340065975462,0.29,0.29
0.49,0.3923771220349108,0.49,0.49
0.07,0.2639269613225754,0.07,0.07
0.29,0.18329459529658737,0.29,0.29
0.09,0.11065133934368412,0.09,0.09
0.01,-0.056158894902662626,0.01,0.01
1.0,0.7841071660242489,0.6666666666666667,0.6666666666666667
0.02,0.05001814911932301,0.02,0.02
0.22,0.2567787471886608,0.22,0.22
0.78,0.6553288030836877,0.78,0.78
0.14,0.3251739547373278,0.14,0.14
0.09,0.23851303324653916,0.09,0.09
0.06,0.28938546376175944,0.06,0.3044444444444444
0.16,0.1921960136301806,0.16,0.16
0.82,0.04945737850702725,0.48666666666666664,0.48666666666666664
0.03,0.09019114788030838,0.03,0.03
0.04,0.16857834975255503,0.04,0.04
0.14,0.20380654770682094,0.14,0.14
0.17,0.1342874745013232,0.17,0.17
0.09,0.2915624837517146,0.09,0.33444444444444443
0.12,0.24938716719891996,0.12,0.12
0.05,0.10372842208079655,0.05,0.05
0.04,0.039710904654186335,0.04,0.04
0.08,0.031084855746028234,0.08,0.08
0.25,0.2750671574219673,0.25,0.25
0.8,0.8442648084972292,0.8,0.8
0.35,0.2174027464855355,0.35,0.35
0.07,0.3179916668152706,0.07,0.3144444444444444
0.61,0.5865661149936694,0.61,0.61
0.16,0.11587182238804625,0.16,0.16
0.16,0.36500427582528905,0.16,0.40444444444444444
1.0,0.9326079709114875,1.0,1.0
0.13,0.1676751953276315,0.13,0.13
1.0,0.5235430218531631,0.6666666666666667,0.6666666666666667
0.05000000000000001,-0.029122377472523775,0.05000000000000001,0.05000000000000001
0.14,0.16335265896672965,0.14,0.14
0.12,0.058367995793032784,0.12,0.12
0.38,0.2130540569150815,0.38,0.38
0.23,0.14093556389660583,0.23,0.23
0.05,0.1902441259043904,0.05,0.05
0.09,0.08371347995034842,0.09,0.09
0.26,0.18057702663092057,0.26,0.26
0.04,-0.0011697941909806775,0.04,0.04
0.2,0.24151396273752773,0.2,0.2
0.6,0.40590653249250397,0.6,0.6
0.05,0.10818345459032491,0.05,0.05
0.4,0.2323008962977893,0.4,0.4
0.4,0.1259707388747519,0.06666666666666671,0.06666666666666671
0.03,0.14685210090814588,0.03,0.03
0.03,0.06971042487825016,0.03,0.03
0.15,0.18898566145125548,0.15,0.15
0.07,0.10248704809963236,0.07,0.07
0.51,0.5725561878465029,0.51,0.51
0.15,0.2454772942757434,0.15,0.15
0.16,0.2255605468240461,0.16,0.16
0.13,0.22400960152541344,0.13,0.13
0.12,0.26543475048413534,0.12,0.12
0.04,0.1041269667887004,0.04,0.04
0.33,0.29367754782657823,0.33,0.33
0.38,0.05242168428178928,0.04666666666666669,0.04666666666666669
0.04,0.03376728976568505,0.04,0.04
0.26,0.38676293681039464,0.26,0.26
0.3,0.19212758654243084,0.3,0.3
0.51,0.5091844834778092,0.51,0.51
0.09,0.03396168035620489,0.09,0.09
0.05000000000000001,-0.0029047094189034173,0.05000000000000001,0.05000000000000001
0.09000000000000001,0.23157797169537886,0.09000000000000001,0.09000000000000001
0.25,0.3045701340525891,0.25,0.25
0.4,0.19141931481402402,0.06666666666666671,0.06666666666666671
0.09,0.1263867877673624,0.09,0.09
0.11,0.07859180080793807,0.11,0.11
0.11,0.17666629765812278,0.11,0.11
0.18,0.015082107378940945,0.18,0.18
0.09,0.046818112916231336,0.09,0.09
0.22,0.1941239238649371,0.22,0.22
0.06,0.14024508531406987,0.06,0.06
0.72,0.5717298615246169,0.72,0.72
0.39,0.30440530240794966,0.39,0.39
0.23,0.13115432753243605,0.23,0.23
0.26,0.11453521883510387,0.26,0.26
0.15,0.0071993538921156786,0.15,0.15
0.01,0.06571272434394718,0.01,0.01
0.04,0.08842520981810748,0.04,0.04
0.07,0.3845756462235217,0.07,0.3144444444444444
0.59,0.564264952456866,0.59,0.59
0.1,0.25041034643506555,0.1,0.1
0.13,0.20972174231606816,0.13,0.13
0.06,0.04499606071581233,0.06,0.06
0.4,0.2974940380416804,0.4,0.4
0.12,0.11118063498876529,0.12,0.12
0.19,0.3317739891801012,0.19,0.19
0.05000000000000001,0.12902827722695479,0.05000000000000001,0.05000000000000001
0.07,0.04953480457089807,0.07,0.07
0.45,0.43526386521231875,0.45,0.45
0.08,0.045270533100631616,0.08,0.08
0.24,0.31289000866866756,0.24,0.24
0.16,0.18723188097025828,0.16,0.16
0.59,0.7713967784315717,0.59,0.59
0.04,-0.010278004589464818,0.04,0.04
0.18,0.12378248062978767,0.18,0.18
0.16,0.05080443427517803,0.16,0.16
0.15,0.23377540346149697,0.15,0.15
0.06,0.06542347039050703,0.06,0.06
0.33,0.2992986907580726,0.33,0.33
0.26,0.22862484823648,0.26,0.26
0.21,0.10766882789704471,0.21,0.21
0.51,0.4467434426952479,0.51,0.51
0.09,0.035431935751389254,0.09,0.09
0.12,0.330219558584277,0.12,0.36444444444444446
0.38,0.5266715768860459,0.38,0.38
0.23,0.5087479778708252,0.23,0.47444444444444445
0.06,0.1932816351885462,0.06,0.06
0.33,0.34380038308631056,0.33,0.33
0.02,0.1573430867867031,0.02,0.02
0.23,0.3692841644095725,0.23,0.23
0.09000000000000001,0.05688891081500516,0.09000000000000001,0.09000000000000001
0.23,0.4185209808454966,0.23,0.23
0.13,0.08322983151254618,0.13,0.13
0.54,0.3323365069532325,0.20666666666666672,0.20666666666666672
0.08,0.07768395444332557,0.08,0.08
0.34,0.31862397611870813,0.34,0.34
0.07,0.07500403403032921,0.07,0.07
0.28,0.34278148594990754,0.28,0.28
0.56,0.3889519834253041,0.56,0.56
0.59,0.560093008279483,0.59,0.59
0.06,0.06041184612321204,0.06,0.06
0.34,0.4741072380033704,0.34,0.34
0.19,0.13088906429668196,0.19,0.19
0.79,0.3682342658870313,0.4566666666666667,0.4566666666666667
0.1,0.048692338228414594,0.1,0.1
1.0,0.5929444523219212,0.6666666666666667,0.6666666666666667
0.49,0.11506950795778545,0.15666666666666668,0.15666666666666668
0.04,0.035456636191447455,0.04,0.04
0.11,0.03805574420498353,0.11,0.11
0.15,0.2336059246938404,0.15,0.15
0.59,0.5137285346523888,0.59,0.59
0.57,0.37253032412607234,0.57,0.57
0.46,0.3457463278565452,0.46,0.46
0.15,0.11057274265273354,0.15,0.15
0.05,0.11260098785029943,0.05,0.05
1.0,0.924460472603882,1.0,1.0
0.17,0.062236346352810584,0.17,0.17
0.04,0.04348699650227378,0.04,0.04
0.14,0.08685726327000623,0.14,0.14
0.26,0.2913755357784389,0.26,0.26
0.13,0.15242842050067265,0.13,0.13
0.14,0.20782861169622927,0.14,0.14
0.24,0.35999400022915623,0.24,0.24
0.3,0.43401111134063763,0.3,0.3
0.7,0.5198952578936508,0.7,0.7
0.05,0.1497389122055399,0.05,0.05
0.47,0.2049631667973397,0.13666666666666666,0.13666666666666666
0.45,0.17962266633547194,0.1166666666666667,0.1166666666666667
0.08,0.07889059918703475,0.08,0.08
0.28,0.32868088180975713,0.28,0.28
0.28,0.13889805800028263,0.28,0.28
0.16,0.1539596539669798,0.16,0.16
0.59,0.5268471637425299,0.59,0.59
0.21,0.2859819984965643,0.21,0.21
0.09,0.2131042270623174,0.09,0.09
0.02,0.03593478419334764,0.02,0.02
0.47,0.21017261068042786,0.13666666666666666,0.13666666666666666
0.08,0.05664572121936065,0.08,0.08
0.63,0.33881369683567536,0.2966666666666667,0.2966666666666667
0.08,0.039104978060868184,0.08,0.08
0.26,0.3503729839744991,0.26,0.26
0.07,0.24100389902789246,0.07,0.07
0.56,0.6355486817232817,0.56,0.56
0.52,0.2993808524429459,0.1866666666666667,0.1866666666666667
0.14,0.5327385918054801,0.14,0.3844444444444445
0.23,0.09095244711280459,0.23,0.23
0.28,0.3695206269586627,0.28,0.28
0.95,0.5624125783520599,0.6166666666666667,0.6166666666666667
0.21,0.36582577290587864,0.21,0.21
0.64,0.5984964888319055,0.64,0.64
0.09,0.12019728317656322,0.09,0.09
0.03,0.10328018639787939,0.03,0.03
0.13,0.09693377493402094,0.13,0.13
0.05,0.18113600638046523,0.05,0.05
0.46,0.3537092008971684,0.46,0.46
0.11,0.04466416480934032,0.11,0.11
0.33,0.42121637339401635,0.33,0.33
0.09,0.13206097993221294,0.09,0.09
0.11,0.16661709398668528,0.11,0.11
0.5,0.17657174173992327,0.16666666666666669,0.16666666666666669
0.58,0.27494511381120285,0.24666666666666665,0.24666666666666665
0.03,0.06313065000748874,0.03,0.03
0.35,0.4236783838334616,0.35,0.35
0.11,-0.02063276420826049,0.11,0.11
0.57,0.5613021653268135,0.57,0.57
0.22,0.05699053452222577,0.22,0.22
0.56,0.36289927850181963,0.56,0.56
0.10000000000000002,0.20875798980066465,0.10000000000000002,0.10000000000000002
0.08,0.22350641142366567,0.08,0.08
0.12,0.07401946266370105,0.12,0.12
0.01,0.029540826224906364,0.01,0.01
0.09000000000000001,0.10536741667894792,0.09000000000000001,0.09000000000000001
0.18,0.510896156484715,0.18,0.4244444444444444
0.09,0.2606496428556277,0.09,0.09
0.12,0.5245398442816473,0.12,0.36444444444444446
0.27,0.4251732738132196,0.27,0.27
0.04,0.0773113671811611,0.04,0.04
0.08,0.05569331305203107,0.08,0.08
0.38,0.36170146470953146,0.38,0.38
0.35,0.32520504176921694,0.35,0.35
0.05000000000000001,0.14670407809978644,0.05000000000000001,0.05000000000000001
0.1,0.09783846839370247,0.1,0.1
0.08,0.10175449315786589,0.08,0.08
1.0,0.4129178896651542,0.6666666666666667,0.6666666666666667
0.03,0.17331396535475024,0.03,0.03
0.57,0.3959421777416341,0.57,0.57
0.42,0.35585505785748606,0.42,0.42
0.09,0.02718083352858927,0.09,0.09
0.05,-0.044131604836002924,0.05,0.05
0.09,0.2984450983468766,0.09,0.33444444444444443
0.3,0.1619839062434557,0.3,0.3
0.41,0.4778073905904827,0.41,0.41
0.05,0.11566282628388228,0.05,0.05
0.05,-0.016397410420410485,0.05,0.05
0.21,0.43650924890469367,0.21,0.45444444444444443
0.53,0.4538809815614435,0.53,0.53
0.05,-0.014340770544251646,0.05,0.05
0.4,0.4164615863045657,0.4,0.4
0.8,0.3541976848609722,0.46666666666666673,0.46666666666666673
0.1,0.20482674480411475,0.1,0.1
0.13,0.12486941213436771,0.13,0.13
0.39,0.36517247128823993,0.39,0.39
0.26,0.46141897220940675,0.26,0.5044444444444445
0.19,0.21232153702815243,0.19,0.19
0.09000000000000001,0.03619302106303307,0.09000000000000001,0.09000000000000001
0.05,0.06922243694556798,0.05,0.05
0.06,-0.04382117862348778,0.06,0.06
0.09,0.11454476633573302,0.09,0.09
0.09,0.1926523494192598,0.09,0.09
0.04,0.03332813064331944,0.04,0.04
0.3,0.4223728461297608,0.3,0.3
0.24,0.41851306007702926,0.24,0.24
0.09000000000000001,0.11174123388616858,0.09000000000000001,0.09000000000000001
0.3,0.36949313498394176,0.3,0.3
0.01,0.044579919512601124,0.01,0.01
0.4,0.4729151212693609,0.4,0.4
0.27,0.1616334036095693,0.27,0.27
0.11,0.4227884051456251,0.11,0.35444444444444445
0.4,0.029463505731414708,0.06666666666666671,0.06666666666666671
0.18,0.10111875516081384,0.18,0.18
0.11,0.1614136847647969,0.11,0.11
0.06,0.0007918210517729452,0.06,0.06
0.39,0.4210195889374799,0.39,0.39
0.14,0.001517149436513987,0.14,0.14
0.06,0.06259737413443894,0.06,0.06
0.15,0.21787695263507612,0.15,0.15
0.10000000000000002,0.0864616117261297,0.10000000000000002,0.10000000000000002
0.15,0.16472998689099122,0.15,0.15
0.46,0.6549291109036763,0.46,0.46
0.04,0.008642297101294882,0.04,0.04
0.12,0.15792267460399423,0.12,0.12
0.15,0.2022246570319483,0.15,0.15
0.12,0.15567618538596767,0.12,0.12
0.09,-0.0413019224706519,0.09,0.09
0.08,0.02163679864256457,0.08,0.08
0.55,0.7383292099065527,0.55,0.55
0.3,0.17876859350966146,0.3,0.3
0.05,0.06269618938020283,0.05,0.05
0.02,0.17891858064523386,0.02,0.02
0.07,0.14875705304072315,0.07,0.07
0.14,0.2000616533947163,0.14,0.14
0.27,0.15738757553530824,0.27,0.27
0.3,0.3092310354468204,0.3,0.3
0.08,0.30479365071028164,0.08,0.3244444444444444
0.34,0.18999452865591404,0.34,0.34
0.08,0.03740828515666492,0.08,0.08
0.86,0.5095109118111139,0.5266666666666666,0.5266666666666666
0.17,0.009078821745286708,0.17,0.17
0.4,0.15385085444781127,0.06666666666666671,0.06666666666666671
0.15,0.381979373415247,0.15,0.39444444444444443
0.01,0.037280360141546814,0.01,0.01
0.1,-0.008320744819675319,0.1,0.1
0.22,0.22232476539800788,0.22,0.22
0.21,0.2373634711029991,0.21,0.21
0.24,0.2112167354477526,0.24,0.24
0.04,-0.01084117847908489,0.04,0.04
1.0,0.7979885652662334,0.6666666666666667,0.6666666666666667
0.16,-0.006491467726788103,0.16,0.16
1.0,0.5661367973704226,0.6666666666666667,0.6666666666666667
0.5,0.23903950199473092,0.16666666666666669,0.16666666666666669
0.54,0.5931884020176383,0.54,0.54
0.51,0.44932807918870643,0.51,0.51
0.32,0.16835427270104647,0.32,0.32
0.05000000000000001,-0.016286369129481004,0.05000000000000001,0.05000000000000001
0.11,0.30318453049342514,0.11,0.11
0.16,0.30879875603987283,0.16,0.16
0.09,0.01925116524290807,0.09,0.09
0.09,0.13890813588934978,0.09,0.09
