f1_predictions,f2_predictions,0_f1_predictions,1_f1_predictions
0.02,0.09474406095403742,0.02,0.02
0.12,0.4239323691667224,0.12,0.3422222222222222
0.04,0.09099460773613732,0.04,0.04
0.21,0.1592834736273232,0.21,0.21
0.21,0.3500431630096731,0.21,0.21
0.1,0.0557857525914556,0.1,0.1
0.69,0.27173969161632444,0.3344444444444444,0.3344444444444444
0.15,-0.004230507041393328,0.15,0.15
0.08,0.13159641615180734,0.08,0.08
0.07,0.08584653587159163,0.07,0.07
0.24,0.2122869635576085,0.24,0.24
0.15,0.1406808360131738,0.15,0.15
0.42,0.41002196821722414,0.42,0.42
0.18,0.20841828065710075,0.18,0.18
0.13,0.10015403830561245,0.13,0.13
0.7,0.4296881406826296,0.3444444444444444,0.3444444444444444
0.1,0.11930001741690704,0.1,0.1
0.29,0.2964625677660117,0.29,0.29
0.05,0.0757009270075562,0.05,0.05
0.27,0.48180851843610717,0.27,0.4922222222222222
0.06,0.09847159068379341,0.06,0.06
0.34,0.29899291178378024,0.34,0.34
0.12,0.03309124592901497,0.12,0.12
0.1,-0.02257247451203645,0.1,0.1
0.7,0.49610665908063467,0.3444444444444444,0.3444444444444444
0.17,0.28672817306888626,0.17,0.17
0.75,0.19776291615594577,0.39444444444444443,0.39444444444444443
0.13,0.12023479465568425,0.13,0.13
0.22,0.2610302794397057,0.22,0.22
0.28,0.3055503522168664,0.28,0.28
0.02,0.010897268096519114,0.02,0.02
0.36,0.1377587217532959,0.0044444444444444176,0.0044444444444444176
0.54,0.5949767997282376,0.54,0.54
0.01,0.07560814381770034,0.01,0.01
0.41,0.27500641961959266,0.41,0.41
0.15,0.08889393761478237,0.15,0.15
1.0,0.5900053622444886,0.6444444444444444,0.6444444444444444
0.83,0.1446415604368559,0.4744444444444444,0.4744444444444444
0.04,0.1068224029879494,0.04,0.04
0.09,0.032361143037179796,0.09,0.09
0.05,0.22447942104099367,0.05,0.05
0.03,0.05710762574488262,0.03,0.03
0.03,0.13677028548150616,0.03,0.03
0.07,0.2538074955189378,0.07,0.07
0.02,0.2245082829281216,0.02,0.2422222222222222
0.12,0.12506922976812823,0.12,0.12
0.34,0.673204181954287,0.34,0.5622222222222222
0.13,0.3470207257509809,0.13,0.3522222222222222
0.43,0.3680363053784128,0.43,0.43
0.08,0.02065561259853463,0.08,0.08
0.12,0.12945121477451,0.12,0.12
0.14,0.37324169154585324,0.14,0.3622222222222222
0.23,0.10624801227516448,0.23,0.23
0.19,0.2844806766021735,0.19,0.19
0.18,0.12018953713753913,0.18,0.18
0.35,0.6562387897810427,0.35,0.5722222222222222
0.09,0.20219721929583012,0.09,0.09
0.02,0.0033195022867076596,0.02,0.02
1.0,0.9398869537244516,1.0,1.0
0.07,0.27950301092755814,0.07,0.2922222222222222
0.09,0.195431145403033,0.09,0.09
0.36,0.059015562651000386,0.0044444444444444176,0.0044444444444444176
0.67,0.6610126305377102,0.67,0.67
0.09,0.15032072385142126,0.09,0.09
0.45,0.5903853631595866,0.45,0.45
0.3,0.19138365740135435,0.3,0.3
0.29,0.6291567740320377,0.29,0.5122222222222221
0.08,0.0915014194190395,0.08,0.08
0.09,0.15046294914852354,0.09,0.09
0.04,0.09305878082651747,0.04,0.04
1.0,0.3317507362218632,0.6444444444444444,0.6444444444444444
0.16,0.7489835197672061,0.16,0.38222222222222224
0.43,0.28063971559570117,0.43,0.43
0.51,0.12682419105869072,0.15444444444444444,0.15444444444444444
0.06,0.10762830982331134,0.06,0.06
0.14,-0.028575377789818585,0.14,0.14
0.68,0.38519176465038263,0.3244444444444445,0.3244444444444445
0.23,0.19489518134945666,0.23,0.23
0.03,0.06025742939705164,0.03,0.03
0.1,0.015490532739224905,0.1,0.1
0.21,-0.015627146522110058,0.0,0.0
0.24,0.08846412480301905,0.24,0.24
0.08,-0.005810196409764462,0.08,0.08
0.21,0.17860023136935493,0.21,0.21
0.81,0.5406631223596471,0.4544444444444445,0.4544444444444445
0.31,0.34403549572187847,0.31,0.31
0.03,0.11770972383500126,0.03,0.03
0.16,0.2937275079475328,0.16,0.16
0.05,0.11879050078583525,0.05,0.05
0.07,0.13703675401018794,0.07,0.07
0.12,0.10140953509252393,0.12,0.12
1.0,0.4152537311062713,0.6444444444444444,0.6444444444444444
0.07,0.2175496379023004,0.07,0.07
0.1,0.05402311453805264,0.1,0.1
0.1,0.1413657604569301,0.1,0.1
0.83,0.3374103188295265,0.4744444444444444,0.4744444444444444
0.69,0.4152265368964092,0.3344444444444444,0.3344444444444444
0.08,0.15918595923850734,0.08,0.08
0.07,0.07513643278521293,0.07,0.07
1.0,0.6185719183429341,0.6444444444444444,0.6444444444444444
0.06,0.06731118852315207,0.06,0.06
0.12,0.07988559482699364,0.12,0.12
0.29,0.27782146089556303,0.29,0.29
0.07,0.07415533279327799,0.07,0.07
0.01,0.13074778484472066,0.01,0.01
0.03,0.14399611427694967,0.03,0.03
0.67,0.6865369214482309,0.67,0.67
0.01,0.07223972645555368,0.01,0.01
0.29,0.377910623432093,0.29,0.29
0.33,0.29216235306605004,0.33,0.33
0.08,0.016918850804185287,0.08,0.08
0.18,0.39052110744762003,0.18,0.4022222222222222
0.24,0.44214225475150726,0.24,0.4622222222222222
0.7,0.6184830859487253,0.7,0.7
0.15,0.22220489202959098,0.15,0.15
0.46,0.30230783110776,0.46,0.46
0.33,0.35723689571590367,0.33,0.33
0.08,0.14661047663809593,0.08,0.08
0.19,0.10451085886186087,0.19,0.19
0.15,0.1613942125819296,0.15,0.15
0.09,0.19657007899064274,0.09,0.09
0.02,0.032333179591580774,0.02,0.02
0.05,0.06954179139232833,0.05,0.05
0.12,0.4809119468349976,0.12,0.3422222222222222
0.02,0.06892625568403643,0.02,0.02
0.03,-0.0213992094397559,0.03,0.03
0.11,0.16289495131029594,0.11,0.11
0.09,0.25944293635372084,0.09,0.09
0.0,0.21405514033250245,0.0,0.2222222222222222
0.43,0.38901452319604735,0.43,0.43
0.54,0.5501324654270503,0.54,0.54
0.05,0.12027856565433159,0.05,0.05
0.68,0.5386926177558627,0.68,0.68
0.12,0.13825349590202812,0.12,0.12
0.08,0.10350267056075171,0.08,0.08
0.15,0.25598596067863694,0.15,0.15
0.12,0.05536144277306751,0.12,0.12
0.01,0.03949672808553811,0.01,0.01
0.11,0.21395023121298537,0.11,0.11
0.44,0.11319691400950707,0.08444444444444443,0.08444444444444443
0.08,0.12592930913126738,0.08,0.08
0.11,0.1043468251726136,0.11,0.11
0.23,0.3265858357746595,0.23,0.23
0.63,0.47815354706548985,0.63,0.63
0.4,0.29464186369282,0.4,0.4
0.02,0.06366538416211862,0.02,0.02
0.11,0.07214637314560399,0.11,0.11
0.18,0.009325016339807257,0.18,0.18
1.0,0.34707795060570196,0.6444444444444444,0.6444444444444444
0.19,0.06448858434983132,0.19,0.19
0.41,0.35427283489101546,0.41,0.41
0.02,-0.02843368086496076,0.02,0.02
1.0,0.6558185987839051,0.6444444444444444,0.6444444444444444
0.36,0.31662311413582583,0.36,0.36
0.35,0.5872777940451883,0.35,0.5722222222222222
0.04,0.002611257657987004,0.04,0.04
0.05,0.08873493354911982,0.05,0.05
0.19,0.10029294063848937,0.19,0.19
0.12,0.04405390207465337,0.12,0.12
0.41,0.36934231196552575,0.41,0.41
0.01,0.07161093165206514,0.01,0.01
0.55,0.3285788222131152,0.19444444444444448,0.19444444444444448
0.59,0.2751739230311359,0.2344444444444444,0.2344444444444444
0.02,0.029942889957142005,0.02,0.02
0.22,0.21734363081208027,0.22,0.22
0.1,0.08011908489458444,0.1,0.1
0.69,0.501464071013317,0.69,0.69
0.05000000000000001,0.011754112825179214,0.05000000000000001,0.05000000000000001
0.02,0.08167343659515844,0.02,0.02
0.73,0.5461769897920103,0.73,0.73
0.03,0.1115646989383431,0.03,0.03
0.55,0.2842976871023365,0.19444444444444448,0.19444444444444448
0.2,0.18406025831946676,0.2,0.2
0.52,0.531036361253157,0.52,0.52
0.1,0.1073773871840242,0.1,0.1
0.19,-0.05027163255361958,0.0,0.0
0.79,0.744245372802292,0.79,0.79
0.07,-0.04502457998919465,0.07,0.07
0.09,-0.001124742374215254,0.09,0.09
0.28,0.14952238510180887,0.28,0.28
0.21,0.35909605006283873,0.21,0.21
0.4,0.08771822784715902,0.04444444444444445,0.04444444444444445
0.17,0.09284029766461108,0.17,0.17
0.1,0.21494589829925798,0.1,0.1
0.02,0.014549776444736762,0.02,0.02
0.05,0.15585675495777251,0.05,0.05
0.12,0.2141875817010381,0.12,0.12
0.13,0.28195994272743125,0.13,0.13
0.12,0.3795586130255636,0.12,0.3422222222222222
0.1,0.11885558476478464,0.1,0.1
0.43,0.4488479769372102,0.43,0.43
0.02,-0.023011302143488926,0.02,0.02
0.16,0.06842808791715932,0.16,0.16
0.04,0.06311794096587783,0.04,0.04
0.08,0.24112831953499358,0.08,0.08
0.12,0.05589704129590592,0.12,0.12
0.12,0.12346142148110889,0.12,0.12
0.6,0.41787424732986655,0.6,0.6
0.03,0.09788665212882311,0.03,0.03
0.11,0.14012472226498823,0.11,0.11
0.55,0.7859397818690075,0.55,0.7722222222222223
0.07,0.05835583569306585,0.07,0.07
0.01,0.039415161286888434,0.01,0.01
0.21,0.2587381360392455,0.21,0.21
0.6,0.30183761434762324,0.2444444444444444,0.2444444444444444
1.0,0.3132540649082296,0.6444444444444444,0.6444444444444444
0.16,0.21505983690882025,0.16,0.16
0.05,0.025174288619624063,0.05,0.05
0.02,0.011066081804341071,0.02,0.02
0.37,0.3188276350644004,0.37,0.37
0.06,0.2742032102251088,0.06,0.2822222222222222
0.03,0.007274660678230266,0.03,0.03
0.37,0.4800108377847786,0.37,0.37
0.1,0.06601800908304781,0.1,0.1
0.47,0.6134123783310796,0.47,0.47
0.36,0.2294681919079066,0.36,0.36
0.23,0.14486003159282335,0.23,0.23
0.21,0.25616961765377155,0.21,0.21
0.05,0.12408453835137666,0.05,0.05
0.3,0.2975359952293495,0.3,0.3
0.09,0.009034996534383388,0.09,0.09
0.09,0.2442135348051578,0.09,0.09
0.38,0.47157732750525405,0.38,0.38
0.21,0.4590557468607255,0.21,0.4322222222222222
0.27,0.2054940662816401,0.27,0.27
0.51,0.39708399781773995,0.51,0.51
0.17,0.07089171640410427,0.17,0.17
0.39,0.4370939828189946,0.39,0.39
0.3,0.26956321978581765,0.3,0.3
0.86,0.5192305002261907,0.5044444444444445,0.5044444444444445
0.02,-0.05417688561627951,0.02,0.02
0.25,0.2763323249102379,0.25,0.25
0.43,0.15329127706732515,0.07444444444444442,0.07444444444444442
0.27,0.36891100573725105,0.27,0.27
0.29,0.703801785245921,0.29,0.5122222222222221
0.12,0.2219648588649828,0.12,0.12
0.7,0.5760143099546562,0.7,0.7
0.68,0.3281281324918795,0.3244444444444445,0.3244444444444445
0.14,0.15644064917643022,0.14,0.14
0.08,0.24214121703382194,0.08,0.08
0.27,0.3007982239297581,0.27,0.27
0.25,0.15046061815616754,0.25,0.25
0.02,0.03805838827769584,0.02,0.02
0.73,0.5849722884239998,0.73,0.73
0.07,0.12065483114395109,0.07,0.07
0.1,0.06585111414983993,0.1,0.1
0.3,0.29972507142138116,0.3,0.3
0.0,0.08437421278089208,0.0,0.0
0.12,0.19007003596545335,0.12,0.12
0.09,0.2926477894002747,0.09,0.3122222222222222
0.31,0.21905499632288125,0.31,0.31
0.11,0.19197031347754032,0.11,0.11
0.25,0.45824655757977095,0.25,0.4722222222222222
0.13,0.09123557062205093,0.13,0.13
0.02,-0.03134382056041754,0.02,0.02
0.48,0.3933281394354499,0.48,0.48
0.07,0.11704920403657786,0.07,0.07
0.05,0.27095485368629724,0.05,0.2722222222222222
0.45,0.36759658848519006,0.45,0.45
0.01,0.10290497522774703,0.01,0.01
0.24,-0.010325608480891757,0.0,0.0
0.2,0.23288218592838947,0.2,0.2
0.02,0.01031126612645561,0.02,0.02
0.14,0.03376717328475912,0.14,0.14
0.72,0.4017363476748429,0.3644444444444444,0.3644444444444444
0.03,0.06918405872010225,0.03,0.03
0.15,0.08794264496483636,0.15,0.15
0.39,0.29946408656835716,0.39,0.39
0.02,0.05196275883536139,0.02,0.02
0.07,0.22889489872962965,0.07,0.07
1.0,0.686407119192173,0.6444444444444444,0.6444444444444444
0.55,0.24171122951946394,0.19444444444444448,0.19444444444444448
0.13,0.3594479107731534,0.13,0.3522222222222222
0.09,0.046645545631597896,0.09,0.09
0.08,0.14047627529313916,0.08,0.08
0.06,0.10579709771422124,0.06,0.06
0.34,0.36725911928423544,0.34,0.34
0.09,0.08113886074871524,0.09,0.09
1.0,0.7693577294649177,0.6444444444444444,0.6444444444444444
0.02,-0.004690134275185803,0.02,0.02
0.04,0.05206968522593175,0.04,0.04
1.0,0.723005703918861,0.6444444444444444,0.6444444444444444
0.51,0.18796938313278885,0.15444444444444444,0.15444444444444444
0.11,0.17453549915106364,0.11,0.11
0.59,0.21452279348228084,0.2344444444444444,0.2344444444444444
0.16,0.19452409027462658,0.16,0.16
1.0,0.8362922375084593,1.0,1.0
0.1,0.0832110794347429,0.1,0.1
0.25,0.5663443054258873,0.25,0.4722222222222222
0.6,0.3273723339676178,0.2444444444444444,0.2444444444444444
0.45,0.4691922222995132,0.45,0.45
0.02,0.1321060893558991,0.02,0.02
0.29,0.6173053047105365,0.29,0.5122222222222221
0.04,0.12175189642761174,0.04,0.04
0.49,0.3287002811497305,0.49,0.49
0.02,-0.12611699208442864,0.02,0.02
0.13,0.11829614753186475,0.13,0.13
0.02,-0.006549400394863403,0.02,0.02
0.5,0.28830161467716275,0.14444444444444443,0.14444444444444443
0.15,0.39764193107501256,0.15,0.37222222222222223
0.19,0.2734378668792298,0.19,0.19
0.41,0.5613140226650719,0.41,0.41
0.03,0.028944891871950346,0.03,0.03
0.13,0.11074729381376186,0.13,0.13
0.02,0.07676423321438616,0.02,0.02
0.19,0.23170805652029572,0.19,0.19
0.12,0.15140592876303915,0.12,0.12
0.41,0.3768199463293478,0.41,0.41
0.02,-0.05146522035773335,0.02,0.02
0.04,0.17137643635984343,0.04,0.04
0.1,-0.0713477208648838,0.1,0.1
0.05,0.10967284158941087,0.05,0.05
0.06,0.11724803964570674,0.06,0.06
0.45,0.4966859078929615,0.45,0.45
0.1,0.14020072320152138,0.1,0.1
0.1,0.06690594073934769,0.1,0.1
0.07,-0.09725702455471893,0.07,0.07
0.45,0.6293987501219037,0.45,0.45
0.12,0.006702697424947723,0.12,0.12
0.2,0.6378733994883413,0.2,0.4222222222222222
0.01,-0.014030936622389384,0.01,0.01
0.13,0.09399787786699124,0.13,0.13
0.52,0.4198963795601649,0.52,0.52
0.7,0.4762332587866017,0.3444444444444444,0.3444444444444444
0.67,0.7828318738514152,0.67,0.67
0.13,0.09570144021849547,0.13,0.13
0.12,0.2567157056427578,0.12,0.12
0.53,0.5807475191253905,0.53,0.53
0.18,-0.10308192793244073,0.0,0.0
0.18,0.12712673758041637,0.18,0.18
0.2,0.24203422966967664,0.2,0.2
0.06,0.1246729119177105,0.06,0.06
0.51,0.4068454638982879,0.51,0.51
0.23,0.4123385880160019,0.23,0.23
0.27,0.26135436333369405,0.27,0.27
0.04,0.11791031212755514,0.04,0.04
0.03,0.10001995111557357,0.03,0.03
0.04,0.05252446231630056,0.04,0.04
0.02,0.09301645767785915,0.02,0.02
0.01,-0.015702083297408298,0.01,0.01
0.33,0.17149296708166067,0.33,0.33
0.04,0.06312575903900414,0.04,0.04
0.07,0.22596188510962925,0.07,0.07
0.02,0.09763924300603374,0.02,0.02
0.51,0.5869914963930875,0.51,0.51
0.69,0.3067419636758094,0.3344444444444444,0.3344444444444444
0.53,0.6305015856330265,0.53,0.53
0.14,0.13620339736796944,0.14,0.14
0.03,0.23951348845882486,0.03,0.25222222222222224
0.48,0.90243221180604,0.48,0.7022222222222222
0.17,0.26626898969022705,0.17,0.17
0.27,0.18779605411311584,0.27,0.27
0.22,0.20160327430987576,0.22,0.22
0.05,0.054590691767558985,0.05,0.05
0.07,-0.038491119946109514,0.07,0.07
0.05,0.15794165682897915,0.05,0.05
0.03,0.16386071861419543,0.03,0.03
0.07,-0.01912541791588071,0.07,0.07
0.4,0.6145971655498682,0.4,0.6222222222222222
0.07,0.223848325720055,0.07,0.07
0.27,0.46614543115779794,0.27,0.27
0.32,0.3200791236357016,0.32,0.32
0.09,0.09740016314247543,0.09,0.09
0.59,0.45900496268543695,0.59,0.59
0.04,0.2582654026932244,0.04,0.2622222222222222
0.52,0.49916686292125445,0.52,0.52
0.45,0.2810732101351436,0.45,0.45
0.21,0.23336928594176568,0.21,0.21
0.06,0.06320651216284831,0.06,0.06
0.21,0.23026254921513578,0.21,0.21
0.06,0.11009296412857592,0.06,0.06
0.12,-0.000899300605317177,0.12,0.12
0.29,0.6750691756534047,0.29,0.5122222222222221
0.14,0.5129669813791594,0.14,0.3622222222222222
0.13,0.06931112602811337,0.13,0.13
0.04,0.06555003664850673,0.04,0.04
0.27,0.20566228549196758,0.27,0.27
0.02,0.07654620526701139,0.02,0.02
0.03,0.05187317181400933,0.03,0.03
0.47,0.38934303289476435,0.47,0.47
0.3,0.255049665477031,0.3,0.3
0.04,0.07674128432775645,0.04,0.04
0.05,0.056256020293693115,0.05,0.05
0.08,0.14518437720762598,0.08,0.08
0.04,0.01894529374763068,0.04,0.04
0.59,0.32660222488107643,0.2344444444444444,0.2344444444444444
0.08,0.1200149610071996,0.08,0.08
0.1,0.01857255408539421,0.1,0.1
0.04,0.15215596639102416,0.04,0.04
0.09,0.06302252098707234,0.09,0.09
0.3,0.30656680533256114,0.3,0.3
0.39,0.7096823028751906,0.39,0.6122222222222222
0.09,0.12753812300772444,0.09,0.09
0.51,0.5749129147369908,0.51,0.51
1.0,0.8107657870992037,1.0,1.0
0.06,0.15011327477783157,0.06,0.06
0.29,0.5967653779063012,0.29,0.5122222222222221
0.55,0.5456036205494074,0.55,0.55
0.6,0.47685170331897064,0.6,0.6
0.23,0.1090044983151672,0.23,0.23
0.09,0.09175306762479346,0.09,0.09
0.17,0.1020686344063515,0.17,0.17
0.24,0.32170560040342383,0.24,0.24
0.04,0.08419381079882254,0.04,0.04
0.29,0.36232345287565415,0.29,0.29
0.81,0.5591758853916835,0.4544444444444445,0.4544444444444445
0.68,0.6916676777064417,0.68,0.68
0.21,0.289272994131844,0.21,0.21
0.09,0.25533028088232596,0.09,0.09
0.19,0.1701194623718792,0.19,0.19
0.24,0.2260568165542954,0.24,0.24
0.1,0.11650831078630525,0.1,0.1
0.04,0.09154885234807453,0.04,0.04
0.17,-0.15881412175440493,0.0,0.0
0.02,0.0005108172149916046,0.02,0.02
0.06,0.08692380417313203,0.06,0.06
0.2,0.12864735210511358,0.2,0.2
1.0,0.5737948567951334,0.6444444444444444,0.6444444444444444
0.13,0.03792644664540318,0.13,0.13
0.1,-0.0102022963903598,0.1,0.1
0.24,0.38477527265393296,0.24,0.24
0.02,0.11355111827937378,0.02,0.02
0.68,0.4759134283388933,0.3244444444444445,0.3244444444444445
0.7,0.6195288599938421,0.7,0.7
0.34,0.26243462035917003,0.34,0.34
0.12,0.1630428344165779,0.12,0.12
0.06,0.07609321302327446,0.06,0.06
0.31,0.2887271264596684,0.31,0.31
0.06,0.05814622926690721,0.06,0.06
0.05,-0.000366899885397759,0.05,0.05
0.14,0.12823272378238756,0.14,0.14
0.09,0.12171127119232265,0.09,0.09
0.21,0.2765692620290059,0.21,0.21
0.14,0.19175151895166984,0.14,0.14
1.0,0.5963331730830813,0.6444444444444444,0.6444444444444444
0.03,0.05203445353266062,0.03,0.03
0.43,0.5892704676026176,0.43,0.43
0.07,0.2239026081419209,0.07,0.07
0.15,0.1592842267732497,0.15,0.15
0.18,0.04173800206600026,0.18,0.18
0.6,0.44000338622177554,0.6,0.6
0.38,0.26892407190047,0.38,0.38
0.06,0.06150437111351631,0.06,0.06
0.24,0.35750188584556747,0.24,0.24
0.02,0.08288505335325533,0.02,0.02
0.27,0.09413597159324227,0.27,0.27
0.09,0.11775311406538667,0.09,0.09
0.19,0.2194255162560516,0.19,0.19
0.05,0.20165452253608418,0.05,0.05
0.69,0.44444848692452893,0.3344444444444444,0.3344444444444444
0.62,0.49505254656856046,0.62,0.62
0.8,0.6887355722934694,0.8,0.8
0.01,-0.02847606759360513,0.01,0.01
0.41,0.3597289923349579,0.41,0.41
0.18,0.3341435073214319,0.18,0.18
0.12,0.14509777467165677,0.12,0.12
0.1,-0.06995249419408481,0.1,0.1
1.0,0.686860968374727,0.6444444444444444,0.6444444444444444
0.17,0.10437739877223479,0.17,0.17
0.6,0.3456499943836622,0.2444444444444444,0.2444444444444444
0.09,0.20477926771847876,0.09,0.09
0.96,0.6484448647747718,0.6044444444444443,0.6044444444444443
0.45,0.14980854693491194,0.09444444444444444,0.09444444444444444
0.13,0.21937883038024025,0.13,0.13
0.08,0.11744149495449427,0.08,0.08
0.6,0.4976306308139916,0.6,0.6
0.03,0.012627524286732,0.03,0.03
0.1,0.10611449184760796,0.1,0.1
0.11,0.34678512595821753,0.11,0.3322222222222222
0.13,0.12818185276707922,0.13,0.13
0.19,0.30259913826129364,0.19,0.19
0.69,0.28280410518402077,0.3344444444444444,0.3344444444444444
1.0,0.9132265552755796,1.0,1.0
0.13,0.047385901952599424,0.13,0.13
1.0,0.7087163554858659,0.6444444444444444,0.6444444444444444
0.08,0.08288167913957872,0.08,0.08
0.15,0.2199464190523505,0.15,0.15
0.06,0.09382861196853609,0.06,0.06
1.0,0.5604383394488918,0.6444444444444444,0.6444444444444444
0.15,0.24395748413110474,0.15,0.15
0.01,0.011497019611494297,0.01,0.01
0.19,0.18986702524339044,0.19,0.19
0.1,0.21740854569967089,0.1,0.1
0.12,0.16461448688302308,0.12,0.12
0.68,0.14948622034583509,0.3244444444444445,0.3244444444444445
0.12,0.08813667943970496,0.12,0.12
0.13,0.22971698268408736,0.13,0.13
0.21,0.3779725083144262,0.21,0.21
0.03,0.057323614787872706,0.03,0.03
0.12,0.08863920122948798,0.12,0.12
0.04,0.09617599768484456,0.04,0.04
0.62,0.4810985408950154,0.62,0.62
0.03,0.08036913415809743,0.03,0.03
0.41,0.2374444775742403,0.41,0.41
0.18,0.03659584252872805,0.18,0.18
0.69,0.13734229516222807,0.3344444444444444,0.3344444444444444
0.43,0.3119680535709405,0.43,0.43
0.04,-0.04514544521097549,0.04,0.04
0.12,0.07234271317672533,0.12,0.12
0.34,0.2087451280623785,0.34,0.34
0.12,0.11290475037361404,0.12,0.12
0.12,0.17208397152645777,0.12,0.12
0.04,0.1542517078039119,0.04,0.04
0.02,-0.07821016575467168,0.02,0.02
0.29,0.8996331733987971,0.29,0.5122222222222221
0.35,0.12295085551139089,0.0,0.0
0.01,0.10948959383589657,0.01,0.01
0.7,0.4643016800135792,0.3444444444444444,0.3444444444444444
0.14,0.07042257514486183,0.14,0.14
0.14,0.3550705783961117,0.14,0.3622222222222222
0.33,0.21881662718396086,0.33,0.33
0.05,-0.03957941312148297,0.05,0.05
0.12,0.09933849588755503,0.12,0.12
0.67,0.6302820530264751,0.67,0.67
0.6,0.5779836397306151,0.6,0.6
0.05,0.1358764604403301,0.05,0.05
0.31,0.29303366556375476,0.31,0.31
0.08,0.02501075184136331,0.08,0.08
0.43,0.5244303286530283,0.43,0.43
0.18,0.15888219275256976,0.18,0.18
0.12,0.19890186649209468,0.12,0.12
0.51,0.4313970660347346,0.51,0.51
0.74,0.7282592661612723,0.74,0.74
0.59,0.3401972710175287,0.2344444444444444,0.2344444444444444
0.03,0.16742347376836164,0.03,0.03
0.04,0.12858276895039095,0.04,0.04
0.68,0.25074238562572804,0.3244444444444445,0.3244444444444445
0.54,0.6091529955524473,0.54,0.54
0.09,0.08604995211209085,0.09,0.09
0.02,0.05795262921398869,0.02,0.02
0.14,0.19019247623187074,0.14,0.14
0.08,-0.0065699079456588705,0.08,0.08
0.07,0.08589318738319898,0.07,0.07
0.1,0.1377774872882528,0.1,0.1
0.08,0.180191255749948,0.08,0.08
0.0,0.18867460774295053,0.0,0.0
0.11,0.14599949759504038,0.11,0.11
0.04,0.1091157611509212,0.04,0.04
0.06,0.10784114166439587,0.06,0.06
0.05,0.18932460991490835,0.05,0.05
0.67,0.62001781603,0.67,0.67
0.03,0.1858765773728873,0.03,0.03
0.08,0.1986727440531496,0.08,0.08
0.51,0.602899051803462,0.51,0.51
0.07,0.009510606742178795,0.07,0.07
0.37,0.4868507052862707,0.37,0.37
0.08,0.1075163141039823,0.08,0.08
0.49,0.24908262637843331,0.13444444444444442,0.13444444444444442
0.28,0.21319679615996748,0.28,0.28
0.22,0.4560833730747611,0.22,0.4422222222222222
0.71,0.4442030339822446,0.3544444444444444,0.3544444444444444
