f1_predictions,f2_predictions,0_f1_predictions,1_f1_predictions
0.0,0.11724058694394082,0.0,0.0
0.51,0.22113930384765437,0.1988888888888889,0.1988888888888889
0.08,0.16064926077696723,0.08,0.08
0.18,0.18807126543101302,0.18,0.18
0.66,0.20168222758817458,0.3488888888888889,0.3488888888888889
0.19,0.052473101058597094,0.19,0.19
0.1,0.4289182040544116,0.1,0.3666666666666667
0.38,0.3759296218773615,0.38,0.38
0.16,0.1650245338806696,0.16,0.16
0.03,0.13315556357672195,0.03,0.03
0.13,0.07747614281341922,0.13,0.13
0.05000000000000001,0.14563794027891538,0.05000000000000001,0.05000000000000001
0.11,0.24308598972548137,0.11,0.11
0.45,0.1626562922729001,0.1388888888888889,0.1388888888888889
0.69,0.4798683836037551,0.37888888888888883,0.37888888888888883
0.13,0.12284634885988957,0.13,0.13
0.39,0.24635184964606255,0.39,0.39
0.73,0.8675805046459174,0.73,0.73
0.39,0.42273281438597515,0.39,0.39
0.35,0.07544817860415173,0.03888888888888886,0.03888888888888886
0.18,0.16599403774834412,0.18,0.18
0.53,0.6109834794821585,0.53,0.53
0.19,0.3101290293225655,0.19,0.19
0.31,0.17526353674940187,0.31,0.31
0.12,0.2973548897809156,0.12,0.12
0.65,0.04474514751440825,0.3388888888888889,0.3388888888888889
0.4,0.5843718209718676,0.4,0.4
0.18,0.1991984964442143,0.18,0.18
0.33,0.4313067180612872,0.33,0.33
0.06,0.1350678998964484,0.06,0.06
0.02,-0.022444594843880422,0.02,0.02
0.09,0.15590857978542935,0.09,0.09
0.24,0.2666799141305352,0.24,0.24
0.36,0.5244453157342636,0.36,0.36
0.16,0.139056272021018,0.16,0.16
0.18,0.19033470233878028,0.18,0.18
0.28,0.09797475734729211,0.28,0.28
0.33,0.0828786371529229,0.0188888888888889,0.0188888888888889
0.75,0.35812085608390437,0.4388888888888889,0.4388888888888889
0.08,0.12134109881528174,0.08,0.08
0.03,0.10752856945840453,0.03,0.03
0.12,0.16519048510297463,0.12,0.12
0.2,0.24073207780486036,0.2,0.2
0.08,0.10104898230386725,0.08,0.08
0.85,0.6326989106034022,0.5388888888888889,0.5388888888888889
0.05,-0.03451444942599732,0.05,0.05
0.18,0.20513774743020638,0.18,0.18
0.22,0.25841315806920256,0.22,0.22
0.06,0.0595290589760101,0.06,0.06
0.09,0.22916061770529947,0.09,0.09
0.05,0.03606845702647812,0.05,0.05
0.47,0.4445264045247511,0.47,0.47
0.2,0.26133831802230145,0.2,0.2
0.13,0.02875382756095546,0.13,0.13
0.39,0.18369055179455282,0.0788888888888889,0.0788888888888889
0.17,0.1817280279237436,0.17,0.17
0.44,0.5511706659717073,0.44,0.44
0.23,0.3728514322105695,0.23,0.23
0.07,0.1523105590642908,0.07,0.07
0.11,0.05442243005294706,0.11,0.11
0.03,0.05756930599941815,0.03,0.03
0.24,0.15069480631791826,0.24,0.24
0.22,0.29477945583775467,0.22,0.22
0.14,0.052340513744643824,0.14,0.14
0.53,0.10882458569722389,0.2188888888888889,0.2188888888888889
0.28,0.1576664646102184,0.28,0.28
0.07,-0.002712748337780818,0.07,0.07
0.24,0.207254375890562,0.24,0.24
0.21,0.148519512160065,0.21,0.21
0.76,0.48737889049826555,0.4488888888888889,0.4488888888888889
0.22,0.21795935920704318,0.22,0.22
0.03,0.06169684249634047,0.03,0.03
0.02,0.006934389859375528,0.02,0.02
0.12,0.15573040216586884,0.12,0.12
0.32,0.18271568698974028,0.32,0.32
1.0,0.4983895406485723,0.6888888888888889,0.6888888888888889
0.47,0.36356148208788025,0.47,0.47
0.14,0.22652972947060201,0.14,0.14
0.44,0.5958719174815134,0.44,0.44
0.08,0.0362637559920648,0.08,0.08
0.55,0.20436030586454348,0.23888888888888893,0.23888888888888893
0.19,0.28803785642347624,0.19,0.19
0.02,0.08396069544738408,0.02,0.02
0.16,0.3122206157705167,0.16,0.16
0.1,0.1604695695045166,0.1,0.1
0.16,0.4007097311095692,0.16,0.42666666666666664
0.69,0.17218327348493906,0.37888888888888883,0.37888888888888883
0.02,-0.02872763718159041,0.02,0.02
0.11,0.20701610547508334,0.11,0.11
0.34,0.6844839585082684,0.34,0.6066666666666667
0.11,0.14759234686359096,0.11,0.11
0.44,0.43181059187072846,0.44,0.44
0.01,0.11155478053525728,0.01,0.01
0.18,0.2507997361018887,0.18,0.18
0.14,0.1918874021431683,0.14,0.14
0.13,0.0799447277234614,0.13,0.13
0.66,0.3623624976555933,0.3488888888888889,0.3488888888888889
0.1,0.06366118466824303,0.1,0.1
0.15,0.2369813318084741,0.15,0.15
0.1,0.04123220553741033,0.1,0.1
0.22,0.2089285704466844,0.22,0.22
0.14,0.1205500204875361,0.14,0.14
0.31,0.3560765118164397,0.31,0.31
0.15,0.191580165088155,0.15,0.15
0.07,0.33917979932785974,0.07,0.33666666666666667
0.1,0.04257757268795126,0.1,0.1
0.12,0.09460967437384132,0.12,0.12
0.06,0.03571777177135829,0.06,0.06
0.5,0.5030072889378364,0.5,0.5
0.26,0.3874850081999165,0.26,0.26
0.14,0.08894623307488017,0.14,0.14
0.64,0.7796907978922745,0.64,0.64
0.09,0.13790771037193722,0.09,0.09
0.47,0.4221920208606674,0.47,0.47
0.01,0.04014087273648689,0.01,0.01
0.22,0.07983652382424802,0.22,0.22
0.13,0.3323254184845084,0.13,0.39666666666666667
0.31,0.5463709069983934,0.31,0.5766666666666667
0.34,0.8110780245036678,0.34,0.6066666666666667
0.47,0.35425964873340887,0.47,0.47
0.34,0.35606215321639445,0.34,0.34
0.26,0.29275152169262303,0.26,0.26
0.09000000000000001,0.1197761516136503,0.09000000000000001,0.09000000000000001
0.07,0.08128005248104883,0.07,0.07
0.13,0.26173729657846184,0.13,0.13
0.5,0.2754367948914117,0.18888888888888888,0.18888888888888888
0.06,0.037473877184554805,0.06,0.06
0.12,0.08931957739499041,0.12,0.12
0.08,0.07943345071117183,0.08,0.08
0.26,0.2806831752132368,0.26,0.26
0.17,0.1738283054220629,0.17,0.17
0.22,0.14674221570325466,0.22,0.22
0.46,0.3359606764113521,0.46,0.46
0.34,0.154915861518028,0.34,0.34
0.6,0.28568058419856773,0.28888888888888886,0.28888888888888886
0.27,0.39555275766667863,0.27,0.27
0.46,0.5282048505941086,0.46,0.46
0.04,0.06798257194064655,0.04,0.04
0.18,0.08965152153850106,0.18,0.18
0.34,0.3726046614237395,0.34,0.34
0.13,-0.0071122490636082725,0.13,0.13
0.53,0.3958752694012566,0.53,0.53
0.16,0.17070717482230258,0.16,0.16
0.54,0.5148846245971886,0.54,0.54
0.41,0.5523162080219478,0.41,0.41
1.0,0.8550139357147596,1.0,1.0
0.16,0.1417035119453261,0.16,0.16
0.02,0.014677940649853838,0.02,0.02
0.47,0.38897229631853114,0.47,0.47
0.11,0.14197370076333518,0.11,0.11
0.03,0.13535623367712815,0.03,0.03
0.03,0.025671203608356175,0.03,0.03
0.08,0.1082711794703072,0.08,0.08
0.1,0.4229051336968217,0.1,0.3666666666666667
0.4,0.4250376771597554,0.4,0.4
0.23,0.6023821622160703,0.23,0.4966666666666667
0.22,0.2167235261343912,0.22,0.22
0.18,0.484475521421719,0.18,0.44666666666666666
0.17,0.2241534857142763,0.17,0.17
0.02,0.05607875932941317,0.02,0.02
0.12,0.26048344459783,0.12,0.12
0.69,0.4717464509461171,0.37888888888888883,0.37888888888888883
0.06,0.1295442238818421,0.06,0.06
0.54,0.6212713186689796,0.54,0.54
0.75,0.4386374707047353,0.4388888888888889,0.4388888888888889
0.06,0.02831185767781244,0.06,0.06
0.27,0.41033704829415807,0.27,0.27
0.19,0.20290592067413943,0.19,0.19
0.36,0.42499749936742215,0.36,0.36
0.06,0.06261578100413812,0.06,0.06
0.32,0.11597744880914862,0.00888888888888889,0.00888888888888889
0.15,0.37174714503293244,0.15,0.41666666666666663
0.08,0.2695469528323216,0.08,0.08
0.09000000000000001,0.163962982498082,0.09000000000000001,0.09000000000000001
0.12,0.09063185579821456,0.12,0.12
0.09000000000000001,0.24142874202340156,0.09000000000000001,0.09000000000000001
0.12,0.06413093389739905,0.12,0.12
0.01,-0.01231642012165754,0.01,0.01
0.21,0.4113267908152417,0.21,0.4766666666666667
0.05,0.25548232532630705,0.05,0.31666666666666665
0.52,0.33512088291070086,0.52,0.52
0.15,0.17584365685226755,0.15,0.15
0.21,0.16866903947943487,0.21,0.21
0.09,0.34835247685235715,0.09,0.3566666666666667
0.32,0.11932772562686103,0.00888888888888889,0.00888888888888889
0.03,0.05016240867307478,0.03,0.03
0.02,-0.01167105370761315,0.02,0.02
0.27,0.3391181107694004,0.27,0.27
0.59,0.5417030679607993,0.59,0.59
0.18,0.11724509451266096,0.18,0.18
0.01,0.06119891211648504,0.01,0.01
0.06,0.07616735185680354,0.06,0.06
0.59,0.6750811891680149,0.59,0.59
0.14,0.3513211963419241,0.14,0.4066666666666667
0.17,0.29017074280832283,0.17,0.17
0.23,0.27857723607972135,0.23,0.23
0.13,0.12684976005815185,0.13,0.13
0.12,0.10445946188659747,0.12,0.12
0.11,0.14217276935691564,0.11,0.11
0.66,0.5492089746321288,0.66,0.66
0.08,0.10679910244480526,0.08,0.08
0.17,0.31245773712959346,0.17,0.17
0.81,0.7178113182944189,0.81,0.81
0.06,0.014822383190459892,0.06,0.06
0.61,0.3901560116110099,0.29888888888888887,0.29888888888888887
0.02,0.1302994664013432,0.02,0.02
0.47,0.4039927181680384,0.47,0.47
0.03,0.06751560992372518,0.03,0.03
0.48,0.3098980805943175,0.48,0.48
0.32,0.032257244290934295,0.00888888888888889,0.00888888888888889
0.16,0.28330026322656576,0.16,0.16
0.12,0.1742140473692508,0.12,0.12
0.02,0.06240801699064277,0.02,0.02
0.04,0.11486860554726996,0.04,0.04
1.0,0.703097570766471,0.6888888888888889,0.6888888888888889
0.02,-0.009119480991589185,0.02,0.02
0.09000000000000001,0.022790195782236233,0.09000000000000001,0.09000000000000001
0.31,0.37504168139879146,0.31,0.31
0.04,0.01638226857245817,0.04,0.04
0.03,0.03702838370556749,0.03,0.03
0.06,0.03873092130217509,0.06,0.06
0.65,0.13108730015625064,0.3388888888888889,0.3388888888888889
1.0,0.887473732023346,1.0,1.0
0.07,0.2423203223298318,0.07,0.07
0.56,0.5340494438334287,0.56,0.56
0.28,0.11284441249917185,0.28,0.28
0.21,0.10945396954218084,0.21,0.21
0.1,0.12618040515536244,0.1,0.1
0.09,0.16781707989480257,0.09,0.09
0.14,0.2690362060614119,0.14,0.14
0.17,0.2183149297221304,0.17,0.17
0.6,0.35747366240584155,0.28888888888888886,0.28888888888888886
0.2,0.3466229605501997,0.2,0.2
0.32,0.19435708860408252,0.32,0.32
0.4,0.3880152856367026,0.4,0.4
0.03,0.026960671748283177,0.03,0.03
0.12,0.048411433439754153,0.12,0.12
0.06,0.20542026176318448,0.06,0.06
0.09,0.16681440814964188,0.09,0.09
0.05,0.18697138079010267,0.05,0.05
0.65,0.24857961605470377,0.3388888888888889,0.3388888888888889
0.04,0.16831429563806483,0.04,0.04
0.63,0.46850435780517985,0.63,0.63
0.33,0.29272070846876747,0.33,0.33
0.14,0.06388445406130716,0.14,0.14
0.04,-0.019136658982896987,0.04,0.04
0.02,0.06312087984545756,0.02,0.02
0.41,0.5542884603433853,0.41,0.41
0.1,0.16490687766731815,0.1,0.1
0.01,0.0973233546767511,0.01,0.01
0.16,0.31290285603067947,0.16,0.16
0.02,-0.03786967185242504,0.02,0.02
0.62,0.46630949882511585,0.62,0.62
0.5,0.48494675113254837,0.5,0.5
0.20000000000000004,0.15939740279080372,0.20000000000000004,0.20000000000000004
0.11,0.24513868017208665,0.11,0.11
0.21,0.15207980270889632,0.21,0.21
0.06,0.22209273731619267,0.06,0.06
0.03,0.03988413867110999,0.03,0.03
0.55,0.484199338327377,0.55,0.55
0.15,0.18195375001196312,0.15,0.15
0.06,0.0918234793425379,0.06,0.06
0.59,0.7451305864442574,0.59,0.59
0.52,0.3425688221755114,0.52,0.52
0.26,0.30205170600811687,0.26,0.26
0.11,0.152584893854865,0.11,0.11
0.0,-0.028227479816819084,0.0,0.0
0.11,0.16395479571189,0.11,0.11
0.34,0.838781984279289,0.34,0.6066666666666667
0.09,0.1256813398018184,0.09,0.09
0.16,0.20741627249698036,0.16,0.16
0.16,0.08920297291329385,0.16,0.16
0.09,0.003599797947204497,0.09,0.09
0.33,0.4633662856414589,0.33,0.33
0.41,0.1776739180862521,0.09888888888888886,0.09888888888888886
0.65,0.3920951668692678,0.3388888888888889,0.3388888888888889
0.09,0.04848485251972448,0.09,0.09
0.08,0.12534230680553865,0.08,0.08
0.03,-0.042813118582246595,0.03,0.03
0.67,0.7975454795541254,0.67,0.67
0.13,0.15238355284071914,0.13,0.13
0.06,0.08425221874457697,0.06,0.06
0.26,0.2826902982320116,0.26,0.26
0.47,0.37743362954039106,0.47,0.47
0.19,0.08012811341912643,0.19,0.19
1.0,0.6854239928043389,0.6888888888888889,0.6888888888888889
0.57,0.518780639707377,0.57,0.57
0.09,0.08819384984733464,0.09,0.09
0.04,0.1506482003677086,0.04,0.04
0.09,0.18983972020605053,0.09,0.09
0.16,0.42537853248536317,0.16,0.42666666666666664
0.1,-0.05699997671800758,0.1,0.1
0.02,0.1547447100414498,0.02,0.02
0.1,0.22814148202768944,0.1,0.1
0.19,0.7253408774394432,0.19,0.45666666666666667
0.11,0.13010257712358364,0.11,0.11
0.57,0.6121145107666665,0.57,0.57
0.01,0.06615160667395842,0.01,0.01
0.38,0.3801362033784126,0.38,0.38
0.39,0.5050148114695338,0.39,0.39
0.75,0.37954157191073284,0.4388888888888889,0.4388888888888889
0.17,0.16882205680552964,0.17,0.17
0.69,0.4237410790042294,0.37888888888888883,0.37888888888888883
0.12,0.1471652471441415,0.12,0.12
0.1,0.18283106271907734,0.1,0.1
0.06,0.08882682618805107,0.06,0.06
0.36,0.46236377754997426,0.36,0.36
0.02,-0.09184407774697936,0.02,0.02
0.12,0.26406508331305045,0.12,0.12
0.65,0.26144911424207185,0.3388888888888889,0.3388888888888889
0.54,0.3918499572312544,0.54,0.54
0.05,0.062328278736949544,0.05,0.05
0.17,0.37280040771204354,0.17,0.43666666666666665
0.12,0.15685873952176702,0.12,0.12
0.12,0.10472141042628799,0.12,0.12
0.11,0.18711399168707038,0.11,0.11
0.1,0.08637331969499093,0.1,0.1
0.56,0.3461563938241288,0.24888888888888894,0.24888888888888894
0.2,0.2908884337712935,0.2,0.2
0.18,0.3235655121976632,0.18,0.18
0.1,0.12193949823812016,0.1,0.1
0.08,0.011187148802741076,0.08,0.08
0.53,0.486690609781224,0.53,0.53
0.15,0.22113785076888065,0.15,0.15
0.69,0.6600649560503059,0.69,0.69
0.47,0.47548344030139256,0.47,0.47
0.13,-0.023762024207313298,0.13,0.13
0.41,0.7296515276699438,0.41,0.6766666666666666
0.16,0.23932348630182995,0.16,0.16
0.02,0.1116212531405642,0.02,0.02
0.21,0.20923859730243774,0.21,0.21
0.02,0.01663502970461253,0.02,0.02
0.13,0.1591283280722653,0.13,0.13
0.15,0.1367009542494896,0.15,0.15
0.19,0.310166050984438,0.19,0.19
0.05,0.09860600570032346,0.05,0.05
1.0,0.6100260383562004,0.6888888888888889,0.6888888888888889
0.18,0.15175625136460758,0.18,0.18
0.07,0.42396113772806254,0.07,0.33666666666666667
0.11,0.11325037020608217,0.11,0.11
0.13,0.12488939604992443,0.13,0.13
0.34,0.9283282744889835,0.34,0.6066666666666667
0.13,0.15477077078280702,0.13,0.13
0.06,0.0891988585078238,0.06,0.06
0.19,0.09870601480648805,0.19,0.19
0.12,0.18705917358877444,0.12,0.12
0.45,0.3729237567347062,0.45,0.45
0.11,0.16158343708147277,0.11,0.11
0.22,0.11359008614494434,0.22,0.22
0.05,0.030479358260823486,0.05,0.05
0.06,0.023060580594651853,0.06,0.06
0.02,0.07018729211257957,0.02,0.02
0.53,0.21363082701614863,0.2188888888888889,0.2188888888888889
0.02,0.1975752768730309,0.02,0.02
0.3499999999999999,0.5198949933044712,0.3499999999999999,0.3499999999999999
0.13,0.19531988327757255,0.13,0.13
0.38999999999999996,0.4029720708445288,0.38999999999999996,0.38999999999999996
0.03,0.02936071775399729,0.03,0.03
0.18,0.34447431854889177,0.18,0.18
0.22,0.09656738233421752,0.22,0.22
0.06,0.11862268646783955,0.06,0.06
0.12,0.19790735233907886,0.12,0.12
0.21,0.28019627095316846,0.21,0.21
0.11,0.05582026027333606,0.11,0.11
0.13,0.26083312143304455,0.13,0.13
0.28,-0.09976788096640068,0.0,0.0
0.66,0.478044262812813,0.66,0.66
1.0,0.7032465676967471,0.6888888888888889,0.6888888888888889
0.04,0.14094022544117096,0.04,0.04
0.02,0.04004688696972755,0.02,0.02
0.26,0.2704071973630806,0.26,0.26
0.69,0.5438791721805583,0.69,0.69
0.65,0.15081521071509668,0.3388888888888889,0.3388888888888889
0.71,0.6587249873330614,0.71,0.71
0.16,0.13286901468483464,0.16,0.16
0.02,0.053125130153361816,0.02,0.02
0.06,0.11712611612618865,0.06,0.06
0.22,0.08493670220535002,0.22,0.22
1.0,0.4446471296804986,0.6888888888888889,0.6888888888888889
0.07,0.509518647302056,0.07,0.33666666666666667
0.06,-0.01496222440311415,0.06,0.06
0.46,0.41213938668179684,0.46,0.46
0.07,0.07694645054245855,0.07,0.07
0.12,0.13914025109138906,0.12,0.12
0.03,0.035761593086551025,0.03,0.03
0.15,0.016115810502114164,0.15,0.15
0.17,0.06849919420722075,0.17,0.17
0.11,0.09224804612498294,0.11,0.11
0.06,0.13021830990858457,0.06,0.06
0.05,0.04091555530218899,0.05,0.05
1.0,0.8825851239968235,1.0,1.0
0.14,0.35457611841016506,0.14,0.4066666666666667
0.38,0.4044361436184103,0.38,0.38
0.28,0.2142096244784308,0.28,0.28
0.3,0.3038558520277789,0.3,0.3
0.1,0.3291140748066397,0.1,0.3666666666666667
0.1,0.08757758385189576,0.1,0.1
0.11,0.06332447166725802,0.11,0.11
0.03,0.21449420034905425,0.03,0.03
0.09,0.17612942807458035,0.09,0.09
0.59,0.3076818190614689,0.27888888888888885,0.27888888888888885
0.31,0.4549254688847708,0.31,0.31
0.41,0.4707594558374403,0.41,0.41
0.17,0.32167052006484625,0.17,0.17
0.12,0.17384441956074664,0.12,0.12
0.14,0.07137335242422618,0.14,0.14
0.75,0.44047388991056463,0.4388888888888889,0.4388888888888889
0.11,0.055441239888287974,0.11,0.11
0.75,0.4062533638160022,0.4388888888888889,0.4388888888888889
0.16,0.24099387324797633,0.16,0.16
0.14,0.2652836885636807,0.14,0.14
0.24,0.19406701048666075,0.24,0.24
0.08,0.15878135932665594,0.08,0.08
0.37,0.35217317824697963,0.37,0.37
0.2,0.28355983960859293,0.2,0.2
0.08,0.06403665826018737,0.08,0.08
0.07,0.16251844697840231,0.07,0.07
0.61,0.547993670097533,0.61,0.61
0.07,0.0630580475659796,0.07,0.07
0.2,0.09505907215941167,0.2,0.2
0.0,0.03807348646066072,0.0,0.0
0.48,0.3788581680307288,0.48,0.48
0.55,0.11571617903052286,0.23888888888888893,0.23888888888888893
0.69,0.4632857265685054,0.37888888888888883,0.37888888888888883
0.19,0.0188616671963015,0.19,0.19
0.04,0.03895450735679293,0.04,0.04
0.02,0.034487986258601055,0.02,0.02
0.65,0.1065371755819905,0.3388888888888889,0.3388888888888889
0.33,0.13934258891428827,0.33,0.33
0.54,0.4328361484484689,0.54,0.54
0.14,0.25435187854921393,0.14,0.14
0.12,0.16640502293477982,0.12,0.12
0.23,0.45666768612644737,0.23,0.4966666666666667
0.08,0.07421950005682665,0.08,0.08
0.17,0.11968337014621466,0.17,0.17
0.09000000000000001,0.23370338220780879,0.09000000000000001,0.09000000000000001
0.75,0.3250891105709463,0.4388888888888889,0.4388888888888889
0.47,0.5048452430204041,0.47,0.47
0.02,0.16432569113343884,0.02,0.02
0.2,0.31872643010620083,0.2,0.2
0.1,0.11925966021608692,0.1,0.1
0.34,0.18991111882107975,0.34,0.34
0.24,0.2872742926940903,0.24,0.24
0.64,0.5833078403435846,0.64,0.64
0.11,0.21124281247450727,0.11,0.11
0.08,0.05319970880104963,0.08,0.08
0.47,0.534137060974719,0.47,0.47
0.3,0.5702775849668591,0.3,0.5666666666666667
0.43,0.4488976546674388,0.43,0.43
0.12,0.12941057586064839,0.12,0.12
0.21,0.22774543211060475,0.21,0.21
0.26,0.20186924721810373,0.26,0.26
0.28,0.29825535123949876,0.28,0.28
0.07,0.2411095307209915,0.07,0.07
0.3,0.37161915481695484,0.3,0.3
0.07,0.46763810074952294,0.07,0.33666666666666667
0.45,0.4687763167158115,0.45,0.45
0.2,0.2029217540651767,0.2,0.2
0.31,0.6439634247897978,0.31,0.5766666666666667
0.05000000000000001,0.08789756199814536,0.05000000000000001,0.05000000000000001
0.02,0.026839001287070424,0.02,0.02
0.17,0.29332492866649706,0.17,0.17
0.47,0.7925266398114036,0.47,0.7366666666666666
0.09,0.14119272249161352,0.09,0.09
0.09,0.022217693733552646,0.09,0.09
0.11,0.09336515053718922,0.11,0.11
0.52,0.5007990953217709,0.52,0.52
0.62,0.5908360845429447,0.62,0.62
0.33,0.45125365119641725,0.33,0.33
0.23,0.5212004928616725,0.23,0.4966666666666667
0.43,0.2673045336140528,0.43,0.43
0.2,0.20953754735626862,0.2,0.2
0.06,0.23936260231628492,0.06,0.06
0.4,0.6052407849945055,0.4,0.6666666666666667
0.18,0.19534995984211656,0.18,0.18
0.37,0.3343150297102081,0.37,0.37
0.04,0.19176749733994133,0.04,0.04
0.5,0.43356514192184487,0.5,0.5
0.14,0.20137795317989082,0.14,0.14
0.37,0.2159510314344966,0.37,0.37
0.47,0.30501781236118297,0.47,0.47
0.14,0.42636355687573485,0.14,0.4066666666666667
0.29,0.40184921797317963,0.29,0.29
0.18,0.14176192438909813,0.18,0.18
0.14,0.3172672980908387,0.14,0.14
0.18,0.19298532981015248,0.18,0.18
0.06,0.11282165060501967,0.06,0.06
0.12,0.14296104487724154,0.12,0.12
0.03,0.07730364324305122,0.03,0.03
0.39,0.2354264762726789,0.39,0.39
0.25,0.1686251405618753,0.25,0.25
0.59,0.44344339949475886,0.59,0.59
1.0,0.8019150576104271,1.0,1.0
0.14,0.052711212484804565,0.14,0.14
0.09,-0.14460715886570816,0.0,0.0
0.05000000000000001,0.013239275711961401,0.05000000000000001,0.05000000000000001
0.05,0.33691270597273093,0.05,0.31666666666666665
0.14,0.26542132755318903,0.14,0.14
