Data,Method,Models,Initial Disagreement,Final Disagreement,Initial Brier,Final Brier,Theorem 3.1,T1,T2,Brier Scores
Twin_Data,different data,T_learner,0.585,0.0,"[0.028, 0.027]","[0.025, 0.025]",1. 5 <= 50000.0 |2. 0.025 <= 0.028 and 0.025 <= 0.027 |3. 0.0 < 0.01,3,2,"[[0.028, 0.027], [0.025, 0.027], [0.025, 0.025], [0.024, 0.025], [0.025, 0.025], [0.025, 0.025]]"
Twin_Data,different data,X_learner,0.432,0.009,"[0.025, 0.028]","[0.023, 0.024]",1. 3 <= 47000.0 |2. 0.023 <= 0.025 and 0.024 <= 0.028 |3. 0.009 < 0.01,1,2,"[[0.025, 0.028], [0.023, 0.028], [0.023, 0.024], [0.023, 0.024]]"
Twin_Data,different data,Tree,0.556,0.009,"[0.028, 0.029]","[0.027, 0.027]",1. 3 <= 54000.0 |2. 0.027 <= 0.028 and 0.027 <= 0.029 |3. 0.009 < 0.01,2,1,"[[0.028, 0.029], [0.028, 0.027], [0.027, 0.027], [0.027, 0.027]]"
Twin_Data,different data,Forest,0.303,0.004,"[0.023, 0.024]","[0.024, 0.025]",1. 3 <= 49000.0 |2. 0.024 <= 0.023 and 0.025 <= 0.024 |3. 0.004 < 0.01,1,2,"[[0.023, 0.024], [0.023, 0.024], [0.023, 0.025], [0.024, 0.025]]"
Twin_Data,different models,"['R_learner', 'S_learner']",0.0,0.0,"[0.025, 0.025]","[0.025, 0.025]",1. 0 <= 50000.0 |2. 0.025 <= 0.025 and 0.025 <= 0.025 |3. 0.0 < 0.01,0,0,"[[0.025, 0.025]]"
Twin_Data,different models,"['R_learner', 'T_learner']",0.359,0.004,"[0.03, 0.03]","[0.029, 0.029]",1. 2 <= 58000.0 |2. 0.029 <= 0.03 and 0.029 <= 0.03 |3. 0.004 < 0.01,1,1,"[[0.03, 0.03], [0.03, 0.029], [0.029, 0.029]]"
Twin_Data,different models,"['R_learner', 'X_learner']",0.171,0.0,"[0.023, 0.023]","[0.022, 0.022]",1. 2 <= 44000.0 |2. 0.022 <= 0.023 and 0.022 <= 0.023 |3. 0.0 < 0.01,1,1,"[[0.023, 0.023], [0.022, 0.023], [0.022, 0.022]]"
Twin_Data,different models,"['R_learner', 'Tree']",0.474,0.0,"[0.024, 0.025]","[0.024, 0.024]",1. 2 <= 48000.0 |2. 0.024 <= 0.024 and 0.024 <= 0.025 |3. 0.0 < 0.01,1,1,"[[0.024, 0.025], [0.024, 0.025], [0.024, 0.024]]"
Twin_Data,different models,"['R_learner', 'Forest']",0.359,0.0,"[0.027, 0.023]","[0.025, 0.024]",1. 3 <= 49000.0 |2. 0.025 <= 0.027 and 0.024 <= 0.023 |3. 0.0 < 0.01,2,1,"[[0.027, 0.023], [0.025, 0.023], [0.025, 0.024], [0.025, 0.024]]"
Twin_Data,different models,"['S_learner', 'T_learner']",0.372,0.004,"[0.027, 0.027]","[0.027, 0.026]",1. 2 <= 53000.0 |2. 0.027 <= 0.027 and 0.026 <= 0.027 |3. 0.004 < 0.01,1,1,"[[0.027, 0.027], [0.027, 0.026], [0.027, 0.026]]"
Twin_Data,different models,"['S_learner', 'X_learner']",0.201,0.0,"[0.03, 0.029]","[0.029, 0.028]",1. 2 <= 57000.0 |2. 0.029 <= 0.03 and 0.028 <= 0.029 |3. 0.0 < 0.01,1,1,"[[0.03, 0.029], [0.03, 0.028], [0.029, 0.028]]"
Twin_Data,different models,"['S_learner', 'Tree']",0.466,0.0,"[0.022, 0.023]","[0.022, 0.022]",1. 2 <= 44000.0 |2. 0.022 <= 0.022 and 0.022 <= 0.023 |3. 0.0 < 0.01,1,1,"[[0.022, 0.023], [0.022, 0.023], [0.022, 0.022]]"
Twin_Data,different models,"['S_learner', 'Forest']",0.338,0.0,"[0.022, 0.02]","[0.021, 0.021]",1. 3 <= 42000.0 |2. 0.021 <= 0.022 and 0.021 <= 0.02 |3. 0.0 < 0.01,2,1,"[[0.022, 0.02], [0.021, 0.02], [0.021, 0.021], [0.021, 0.021]]"
Twin_Data,different models,"['T_learner', 'X_learner']",0.192,0.0,"[0.028, 0.027]","[0.027, 0.026]",1. 3 <= 53000.0 |2. 0.027 <= 0.028 and 0.026 <= 0.027 |3. 0.0 < 0.01,2,1,"[[0.028, 0.027], [0.027, 0.027], [0.027, 0.026], [0.027, 0.026]]"
Twin_Data,different models,"['T_learner', 'Tree']",0.5,0.013,"[0.029, 0.026]","[0.027, 0.027]",1. 4 <= 54000.0 |2. 0.027 <= 0.029 and 0.027 <= 0.026 |3. 0.013 < 0.01,1,3,"[[0.029, 0.026], [0.027, 0.026], [0.027, 0.027], [0.027, 0.026], [0.027, 0.027]]"
Twin_Data,different models,"['T_learner', 'Forest']",0.474,0.0,"[0.028, 0.023]","[0.025, 0.025]",1. 3 <= 50000.0 |2. 0.025 <= 0.028 and 0.025 <= 0.023 |3. 0.0 < 0.01,2,1,"[[0.028, 0.023], [0.025, 0.023], [0.025, 0.023], [0.025, 0.025]]"
Twin_Data,different models,"['X_learner', 'Tree']",0.526,0.0,"[0.029, 0.029]","[0.029, 0.028]",1. 4 <= 57000.0 |2. 0.029 <= 0.029 and 0.028 <= 0.029 |3. 0.0 < 0.01,2,2,"[[0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.028], [0.029, 0.028]]"
Twin_Data,different models,"['X_learner', 'Forest']",0.483,0.004,"[0.022, 0.021]","[0.021, 0.021]",1. 4 <= 42000.0 |2. 0.021 <= 0.022 and 0.021 <= 0.021 |3. 0.004 < 0.01,2,2,"[[0.022, 0.021], [0.021, 0.021], [0.021, 0.021], [0.021, 0.021], [0.021, 0.021]]"
Twin_Data,different models,"['Tree', 'Forest']",0.205,0.0,"[0.031, 0.028]","[0.029, 0.029]",1. 3 <= 58000.0 |2. 0.029 <= 0.031 and 0.029 <= 0.028 |3. 0.0 < 0.01,2,1,"[[0.031, 0.028], [0.03, 0.028], [0.029, 0.028], [0.029, 0.029]]"
National_Study_Data,different data,R_learner,0.884,0.0,"[0.127, 0.097]","[0.094, 0.093]",1. 12 <= 187000.0 |2. 0.094 <= 0.127 and 0.093 <= 0.097 |3. 0.0 < 0.01,4,8,"[[0.127, 0.097], [0.127, 0.089], [0.119, 0.089], [0.101, 0.089], [0.101, 0.088], [0.101, 0.092], [0.101, 0.092], [0.101, 0.092], [0.101, 0.097], [0.094, 0.097], [0.094, 0.093], [0.094, 0.091], [0.094, 0.093]]"
National_Study_Data,different data,S_learner,0.826,0.0,"[0.107, 0.08]","[0.078, 0.079]",1. 15 <= 157000.0 |2. 0.078 <= 0.107 and 0.079 <= 0.08 |3. 0.0 < 0.01,7,8,"[[0.107, 0.08], [0.107, 0.072], [0.087, 0.072], [0.087, 0.075], [0.082, 0.075], [0.082, 0.075], [0.081, 0.075], [0.081, 0.076], [0.081, 0.08], [0.082, 0.08], [0.082, 0.08], [0.082, 0.081], [0.078, 0.081], [0.078, 0.081], [0.078, 0.079], [0.078, 0.079]]"
National_Study_Data,different data,X_learner,0.953,0.0,"[0.116, 0.109]","[0.075, 0.074]",1. 13 <= 149000.0 |2. 0.075 <= 0.116 and 0.074 <= 0.109 |3. 0.0 < 0.01,8,5,"[[0.116, 0.109], [0.09, 0.109], [0.09, 0.082], [0.081, 0.082], [0.081, 0.076], [0.076, 0.076], [0.075, 0.076], [0.075, 0.076], [0.075, 0.075], [0.076, 0.075], [0.076, 0.075], [0.076, 0.074], [0.074, 0.074], [0.075, 0.074]]"
National_Study_Data,different data,Forest,0.581,0.0,"[0.066, 0.063]","[0.061, 0.063]",1. 5 <= 124000.0 |2. 0.061 <= 0.066 and 0.063 <= 0.063 |3. 0.0 < 0.01,4,1,"[[0.066, 0.063], [0.066, 0.063], [0.065, 0.063], [0.062, 0.063], [0.061, 0.063], [0.061, 0.063]]"
National_Study_Data,different models,"['R_learner', 'S_learner']",0.0,0.0,"[0.08, 0.08]","[0.08, 0.08]",1. 0 <= 160000.0 |2. 0.08 <= 0.08 and 0.08 <= 0.08 |3. 0.0 < 0.01,0,0,"[[0.08, 0.08]]"
National_Study_Data,different models,"['R_learner', 'T_learner']",0.663,0.012,"[0.061, 0.08]","[0.067, 0.064]",1. 7 <= 131000.0 |2. 0.067 <= 0.061 and 0.064 <= 0.08 |3. 0.012 < 0.01,3,4,"[[0.061, 0.08], [0.061, 0.068], [0.056, 0.068], [0.056, 0.06], [0.06, 0.06], [0.067, 0.06], [0.067, 0.064], [0.067, 0.064]]"
National_Study_Data,different models,"['R_learner', 'X_learner']",0.686,0.0,"[0.078, 0.083]","[0.077, 0.076]",1. 6 <= 153000.0 |2. 0.077 <= 0.078 and 0.076 <= 0.083 |3. 0.0 < 0.01,2,4,"[[0.078, 0.083], [0.078, 0.08], [0.078, 0.075], [0.078, 0.075], [0.077, 0.075], [0.077, 0.075], [0.077, 0.076]]"
National_Study_Data,different models,"['R_learner', 'Tree']",0.814,0.0,"[0.062, 0.068]","[0.065, 0.064]",1. 9 <= 129000.0 |2. 0.065 <= 0.062 and 0.064 <= 0.068 |3. 0.0 < 0.01,7,2,"[[0.062, 0.068], [0.062, 0.064], [0.061, 0.064], [0.065, 0.064], [0.07, 0.064], [0.07, 0.064], [0.067, 0.064], [0.065, 0.064], [0.065, 0.064], [0.065, 0.064]]"
National_Study_Data,different models,"['R_learner', 'Forest']",0.767,0.0,"[0.064, 0.055]","[0.06, 0.06]",1. 8 <= 120000.0 |2. 0.06 <= 0.064 and 0.06 <= 0.055 |3. 0.0 < 0.01,6,2,"[[0.064, 0.055], [0.062, 0.055], [0.059, 0.055], [0.059, 0.055], [0.059, 0.056], [0.053, 0.056], [0.057, 0.056], [0.057, 0.06], [0.06, 0.06]]"
National_Study_Data,different models,"['S_learner', 'T_learner']",0.674,0.0,"[0.066, 0.086]","[0.065, 0.065]",1. 13 <= 130000.0 |2. 0.065 <= 0.066 and 0.065 <= 0.086 |3. 0.0 < 0.01,6,7,"[[0.066, 0.086], [0.066, 0.073], [0.061, 0.073], [0.061, 0.065], [0.065, 0.065], [0.065, 0.068], [0.067, 0.068], [0.067, 0.065], [0.065, 0.065], [0.065, 0.065], [0.065, 0.065], [0.065, 0.065], [0.065, 0.065], [0.065, 0.065]]"
National_Study_Data,different models,"['S_learner', 'X_learner']",0.593,0.0,"[0.077, 0.086]","[0.072, 0.072]",1. 8 <= 144000.0 |2. 0.072 <= 0.077 and 0.072 <= 0.086 |3. 0.0 < 0.01,2,6,"[[0.077, 0.086], [0.077, 0.073], [0.07, 0.073], [0.07, 0.07], [0.07, 0.07], [0.07, 0.072], [0.07, 0.072], [0.072, 0.072], [0.072, 0.072]]"
National_Study_Data,different models,"['S_learner', 'Tree']",0.721,0.0,"[0.08, 0.074]","[0.068, 0.068]",1. 7 <= 136000.0 |2. 0.068 <= 0.08 and 0.068 <= 0.074 |3. 0.0 < 0.01,3,4,"[[0.08, 0.074], [0.08, 0.07], [0.08, 0.07], [0.074, 0.07], [0.071, 0.07], [0.068, 0.07], [0.068, 0.069], [0.068, 0.068]]"
National_Study_Data,different models,"['S_learner', 'Forest']",0.756,0.0,"[0.076, 0.077]","[0.076, 0.075]",1. 13 <= 151000.0 |2. 0.076 <= 0.076 and 0.075 <= 0.077 |3. 0.0 < 0.01,8,5,"[[0.076, 0.077], [0.073, 0.077], [0.073, 0.077], [0.08, 0.077], [0.077, 0.077], [0.075, 0.077], [0.077, 0.077], [0.077, 0.076], [0.077, 0.076], [0.077, 0.076], [0.076, 0.076], [0.076, 0.076], [0.076, 0.076], [0.076, 0.075]]"
National_Study_Data,different models,"['T_learner', 'X_learner']",0.5,0.0,"[0.104, 0.101]","[0.087, 0.088]",1. 6 <= 175000.0 |2. 0.087 <= 0.104 and 0.088 <= 0.101 |3. 0.0 < 0.01,3,3,"[[0.104, 0.101], [0.087, 0.101], [0.087, 0.089], [0.087, 0.089], [0.087, 0.089], [0.087, 0.088], [0.087, 0.088]]"
National_Study_Data,different models,"['T_learner', 'Tree']",0.791,0.0,"[0.106, 0.077]","[0.078, 0.078]",1. 9 <= 156000.0 |2. 0.078 <= 0.106 and 0.078 <= 0.077 |3. 0.0 < 0.01,6,3,"[[0.106, 0.077], [0.089, 0.077], [0.079, 0.077], [0.08, 0.077], [0.08, 0.077], [0.08, 0.077], [0.077, 0.077], [0.077, 0.078], [0.077, 0.078], [0.078, 0.078]]"
National_Study_Data,different models,"['T_learner', 'Forest']",0.826,0.0,"[0.078, 0.06]","[0.057, 0.057]",1. 10 <= 114000.0 |2. 0.057 <= 0.078 and 0.057 <= 0.06 |3. 0.0 < 0.01,6,4,"[[0.078, 0.06], [0.058, 0.06], [0.054, 0.06], [0.057, 0.06], [0.056, 0.06], [0.056, 0.058], [0.056, 0.058], [0.057, 0.058], [0.057, 0.056], [0.057, 0.057], [0.057, 0.057]]"
National_Study_Data,different models,"['X_learner', 'Tree']",0.849,0.0,"[0.076, 0.064]","[0.06, 0.061]",1. 10 <= 121000.0 |2. 0.06 <= 0.076 and 0.061 <= 0.064 |3. 0.0 < 0.01,7,3,"[[0.076, 0.064], [0.067, 0.064], [0.063, 0.064], [0.063, 0.061], [0.064, 0.061], [0.062, 0.061], [0.061, 0.061], [0.061, 0.061], [0.06, 0.061], [0.06, 0.061], [0.06, 0.061]]"
National_Study_Data,different models,"['X_learner', 'Forest']",0.86,0.012,"[0.066, 0.06]","[0.058, 0.058]",1. 10 <= 116000.0 |2. 0.058 <= 0.066 and 0.058 <= 0.06 |3. 0.012 < 0.01,7,3,"[[0.066, 0.06], [0.061, 0.06], [0.055, 0.06], [0.055, 0.055], [0.061, 0.055], [0.061, 0.058], [0.059, 0.058], [0.058, 0.058], [0.058, 0.058], [0.058, 0.058], [0.058, 0.058]]"
National_Study_Data,different models,"['Tree', 'Forest']",0.442,0.0,"[0.066, 0.061]","[0.063, 0.062]",1. 6 <= 125000.0 |2. 0.063 <= 0.066 and 0.062 <= 0.061 |3. 0.0 < 0.01,5,1,"[[0.066, 0.061], [0.063, 0.061], [0.063, 0.062], [0.062, 0.062], [0.062, 0.062], [0.062, 0.062], [0.063, 0.062]]"
Twin_Data,different data,R_learner,0.128,0.068,"[0.023, 0.024]","[0.023, 0.024]",1. 51 <= 47000.0 |2. 0.023 <= 0.023 and 0.024 <= 0.024 |3. 0.068 < 0.01,51,0,"[[0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024], [0.023, 0.024]]"
Twin_Data,different data,S_learner,0.107,0.0,"[0.026, 0.026]","[0.026, 0.026]",1. 3 <= 52000.0 |2. 0.026 <= 0.026 and 0.026 <= 0.026 |3. 0.0 < 0.01,2,1,"[[0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026]]"
Twin_Data,different data,T_learner,0.59,0.0,"[0.026, 0.025]","[0.025, 0.024]",1. 6 <= 49000.0 |2. 0.025 <= 0.026 and 0.024 <= 0.025 |3. 0.0 < 0.01,2,4,"[[0.026, 0.025], [0.026, 0.024], [0.026, 0.023], [0.025, 0.023], [0.025, 0.024], [0.025, 0.024], [0.025, 0.024]]"
Twin_Data,different data,X_learner,0.479,0.004,"[0.025, 0.025]","[0.023, 0.023]",1. 4 <= 46000.0 |2. 0.023 <= 0.025 and 0.023 <= 0.025 |3. 0.004 < 0.01,2,2,"[[0.025, 0.025], [0.025, 0.024], [0.023, 0.024], [0.023, 0.023], [0.023, 0.023]]"
Twin_Data,different data,Tree,0.491,0.274,"[0.023, 0.024]","[0.023, 0.023]",1. 51 <= 46000.0 |2. 0.023 <= 0.023 and 0.023 <= 0.024 |3. 0.274 < 0.01,0,51,"[[0.023, 0.024], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023], [0.023, 0.023]]"
Twin_Data,different data,Forest,0.115,0.085,"[0.024, 0.024]","[0.024, 0.024]",1. 51 <= 48000.0 |2. 0.024 <= 0.024 and 0.024 <= 0.024 |3. 0.085 < 0.01,0,51,"[[0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024]]"
Twin_Data,different models,"['R_learner', 'S_learner']",0.0,0.0,"[0.027, 0.027]","[0.027, 0.027]",1. 0 <= 54000.0 |2. 0.027 <= 0.027 and 0.027 <= 0.027 |3. 0.0 < 0.01,0,0,"[[0.027, 0.027]]"
Twin_Data,different models,"['R_learner', 'T_learner']",0.333,0.081,"[0.029, 0.029]","[0.029, 0.028]",1. 51 <= 57000.0 |2. 0.029 <= 0.029 and 0.028 <= 0.029 |3. 0.081 < 0.01,0,51,"[[0.029, 0.029], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028]]"
Twin_Data,different models,"['R_learner', 'X_learner']",0.167,0.0,"[0.03, 0.029]","[0.029, 0.029]",1. 2 <= 58000.0 |2. 0.029 <= 0.03 and 0.029 <= 0.029 |3. 0.0 < 0.01,1,1,"[[0.03, 0.029], [0.03, 0.029], [0.029, 0.029]]"
Twin_Data,different models,"['R_learner', 'Tree']",0.491,0.256,"[0.029, 0.029]","[0.028, 0.029]",1. 51 <= 57000.0 |2. 0.028 <= 0.029 and 0.029 <= 0.029 |3. 0.256 < 0.01,51,0,"[[0.029, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029], [0.028, 0.029]]"
